age,job,marital,education,default,housing,loan,id,contact,month,day_of_week,campaign,pdays,previous,poutcome,Unnamed: 0,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed
49,services,divorced,high.school,no,no,no,24034,telephone,may,wed,6,999,0,nonexistent,5287,1.1,93.994,-36.4,3,5191.0
56,services,married,high.school,no,no,no,25389,telephone,nov,mon,1,999,0,nonexistent,5288,-0.1,93.2,-42.0,3,5195.8
32,technician,single,professional.course,no,yes,no,8178,cellular,jul,thu,1,999,0,nonexistent,5289,1.4,93.918,-42.7,3,5228.1
42,blue-collar,married,basic.9y,no,yes,no,19408,telephone,jun,mon,1,999,0,nonexistent,5290,1.4,94.465,-41.8,3,5228.1
22,services,single,high.school,no,yes,no,30807,cellular,jul,fri,2,999,0,nonexistent,5291,1.4,93.918,-42.7,3,5228.1
31,blue-collar,married,basic.4y,no,yes,no,16370,telephone,may,mon,3,999,0,nonexistent,5292,1.1,93.994,-36.4,3,5191.0
51,blue-collar,married,basic.9y,unknown,no,no,4588,cellular,jul,fri,1,999,0,nonexistent,5293,1.4,93.918,-42.7,3,5228.1
33,technician,single,basic.9y,no,yes,no,18909,cellular,jul,thu,3,999,0,nonexistent,5294,1.4,93.918,-42.7,3,5228.1
29,technician,single,unknown,no,no,no,25779,cellular,apr,mon,2,999,0,nonexistent,5295,-1.8,93.075,-47.1,3,5099.1
34,admin.,single,basic.9y,no,yes,no,21426,telephone,jun,fri,5,999,0,nonexistent,5296,1.4,94.465,-41.8,3,5228.1
34,technician,married,professional.course,no,yes,no,3473,cellular,aug,fri,1,999,0,nonexistent,5297,1.4,93.444,-36.1,3,5228.1
37,management,married,university.degree,no,no,no,3417,cellular,aug,tue,1,999,0,nonexistent,5298,1.4,93.444,-36.1,3,5228.1
54,admin.,married,university.degree,unknown,yes,no,6710,cellular,jul,thu,3,999,0,nonexistent,5299,1.4,93.918,-42.7,3,5228.1
32,admin.,single,university.degree,no,yes,no,23351,telephone,nov,fri,1,999,0,nonexistent,5300,-3.4,92.649,-30.1,3,5017.5
55,admin.,divorced,university.degree,no,no,no,34839,cellular,apr,thu,1,999,0,nonexistent,5301,-1.8,93.075,-47.1,3,5099.1
57,retired,married,basic.4y,no,no,yes,7403,cellular,jun,mon,1,999,0,nonexistent,5302,-2.9,92.963,-40.8,3,5076.2
32,services,married,high.school,no,no,no,17020,telephone,jun,thu,2,999,0,nonexistent,5303,1.4,94.465,-41.8,3,5228.1
54,retired,single,basic.4y,unknown,no,no,9374,telephone,jun,wed,1,999,0,nonexistent,5304,1.4,94.465,-41.8,3,5228.1
35,technician,married,professional.course,no,no,no,11059,telephone,may,wed,1,999,0,nonexistent,5305,1.1,93.994,-36.4,3,5191.0
35,technician,married,professional.course,no,yes,yes,19793,cellular,aug,thu,3,999,0,nonexistent,5306,1.4,93.444,-36.1,3,5228.1
45,admin.,divorced,university.degree,no,yes,no,14318,cellular,may,tue,1,999,0,nonexistent,5307,-1.8,92.893,-46.2,3,5099.1
31,unemployed,single,university.degree,no,yes,no,19740,cellular,aug,tue,2,999,0,nonexistent,5308,1.4,93.444,-36.1,3,5228.1
52,admin.,married,university.degree,no,yes,no,30038,cellular,apr,mon,2,999,0,nonexistent,5309,-1.8,93.075,-47.1,3,5099.1
49,blue-collar,married,basic.4y,unknown,no,no,14722,telephone,may,fri,4,999,0,nonexistent,5310,1.1,93.994,-36.4,3,5191.0
34,admin.,married,high.school,no,no,no,16582,cellular,jul,wed,1,999,0,nonexistent,5311,1.4,93.918,-42.7,3,5228.1
51,admin.,married,university.degree,no,no,yes,25428,cellular,jul,fri,1,999,0,nonexistent,5312,-1.7,94.215,-40.3,3,4991.6
47,blue-collar,divorced,basic.4y,no,no,no,27917,cellular,may,tue,1,999,0,nonexistent,5313,-1.8,92.893,-46.2,3,5099.1
22,student,single,basic.6y,no,yes,no,19429,cellular,oct,tue,1,999,0,nonexistent,5314,-3.4,92.431,-26.9,3,5017.5
45,self-employed,married,university.degree,no,yes,no,39557,cellular,nov,mon,1,999,0,nonexistent,5315,-0.1,93.2,-42.0,3,5195.8
34,blue-collar,married,basic.9y,no,yes,no,38759,cellular,apr,fri,1,999,0,nonexistent,5316,-1.8,93.075,-47.1,3,5099.1
29,admin.,single,high.school,no,yes,no,34828,cellular,aug,wed,3,999,0,nonexistent,5317,1.4,93.444,-36.1,3,5228.1
49,admin.,single,university.degree,no,no,no,32858,cellular,may,tue,1,999,1,failure,5318,-1.8,92.893,-46.2,3,5099.1
37,admin.,married,high.school,no,yes,no,7309,telephone,may,mon,4,999,0,nonexistent,5319,1.1,93.994,-36.4,3,5191.0
52,self-employed,married,university.degree,no,no,no,17000,cellular,nov,wed,1,999,0,nonexistent,5320,-0.1,93.2,-42.0,3,5195.8
41,blue-collar,married,basic.9y,unknown,no,no,7881,telephone,may,mon,1,999,0,nonexistent,5321,1.1,93.994,-36.4,3,5191.0
35,technician,married,university.degree,no,no,no,7271,telephone,may,wed,1,999,0,nonexistent,5322,1.1,93.994,-36.4,3,5191.0
22,technician,single,professional.course,no,no,no,38247,telephone,jun,fri,4,999,0,nonexistent,5323,1.4,94.465,-41.8,3,5228.1
28,admin.,single,university.degree,no,yes,no,6717,cellular,jul,thu,10,999,0,nonexistent,5324,1.4,93.918,-42.7,3,5228.1
38,services,married,high.school,no,no,no,6583,cellular,nov,wed,2,999,1,failure,5325,-0.1,93.2,-42.0,3,5195.8
42,services,divorced,basic.6y,no,no,no,5109,telephone,jun,tue,1,999,0,nonexistent,5326,1.4,94.465,-41.8,3,5228.1
49,housemaid,single,university.degree,no,no,yes,20063,cellular,dec,mon,3,999,0,nonexistent,5327,-3.0,92.713,-33.0,3,5023.5
43,technician,single,professional.course,unknown,no,no,26631,cellular,jul,tue,6,999,0,nonexistent,5328,1.4,93.918,-42.7,3,5228.1
50,admin.,divorced,basic.9y,no,yes,no,17866,telephone,may,wed,1,999,0,nonexistent,5329,1.1,93.994,-36.4,3,5191.0
35,technician,married,high.school,no,no,no,35913,telephone,may,wed,3,999,0,nonexistent,5330,1.1,93.994,-36.4,3,5191.0
37,unemployed,married,professional.course,no,no,no,35582,telephone,may,thu,1,999,0,nonexistent,5331,1.1,93.994,-36.4,3,5191.0
52,admin.,married,unknown,no,no,no,29160,telephone,sep,tue,5,999,0,nonexistent,5332,-3.4,92.379,-29.8,3,5017.5
53,unemployed,married,basic.6y,unknown,no,no,21121,cellular,jul,mon,1,999,0,nonexistent,5333,1.4,93.918,-42.7,3,5228.1
32,housemaid,married,basic.4y,no,yes,no,33704,cellular,aug,mon,9,999,0,nonexistent,5334,1.4,93.444,-36.1,3,5228.1
37,blue-collar,single,unknown,unknown,no,no,7164,telephone,may,fri,3,999,0,nonexistent,5335,1.1,93.994,-36.4,3,5191.0
41,admin.,single,high.school,no,no,no,18218,cellular,may,mon,2,999,0,nonexistent,5336,-1.8,92.893,-46.2,3,5099.1
29,services,married,basic.9y,no,yes,no,17492,cellular,may,thu,1,999,1,failure,5337,-1.8,92.893,-46.2,3,5099.1
21,admin.,single,university.degree,no,yes,no,29697,cellular,aug,mon,2,4,1,success,5338,-2.9,92.201,-31.4,3,5076.2
21,blue-collar,single,basic.9y,no,unknown,unknown,21393,cellular,jul,wed,1,999,0,nonexistent,5339,1.4,93.918,-42.7,3,5228.1
28,services,married,high.school,no,yes,yes,30162,telephone,jul,wed,8,999,0,nonexistent,5340,1.4,93.918,-42.7,3,5228.1
36,services,married,high.school,no,yes,no,9631,telephone,may,fri,3,999,0,nonexistent,5341,1.1,93.994,-36.4,3,5191.0
36,self-employed,divorced,basic.4y,no,no,no,26267,telephone,jun,fri,1,999,0,nonexistent,5342,1.4,94.465,-41.8,3,5228.1
26,student,single,high.school,no,no,no,30722,cellular,may,mon,3,999,1,failure,5343,-1.8,92.893,-46.2,3,5099.1
50,technician,married,university.degree,no,yes,no,14827,cellular,nov,wed,1,999,0,nonexistent,5344,-0.1,93.2,-42.0,3,5195.8
51,blue-collar,married,basic.9y,unknown,no,no,13752,telephone,jun,fri,4,999,0,nonexistent,5345,1.4,94.465,-41.8,3,5228.1
35,blue-collar,married,unknown,unknown,yes,no,28073,cellular,jul,tue,1,999,0,nonexistent,5346,1.4,93.918,-42.7,3,5228.1
51,technician,married,university.degree,no,yes,no,7852,cellular,apr,thu,2,999,1,failure,5347,-1.8,93.075,-47.1,3,5099.1
42,services,married,high.school,no,yes,no,30488,cellular,may,mon,3,999,0,nonexistent,5348,-1.8,92.893,-46.2,3,5099.1
59,retired,divorced,university.degree,no,no,no,21893,telephone,jul,fri,1,999,0,nonexistent,5349,1.4,93.918,-42.7,3,5228.1
44,services,married,high.school,unknown,yes,no,3071,cellular,nov,fri,1,999,0,nonexistent,5350,-0.1,93.2,-42.0,3,5195.8
58,technician,married,unknown,unknown,no,no,6360,cellular,jul,wed,4,999,0,nonexistent,5351,1.4,93.918,-42.7,3,5228.1
26,technician,married,professional.course,no,no,no,23818,cellular,jul,mon,1,999,0,nonexistent,5352,1.4,93.918,-42.7,3,5228.1
41,blue-collar,married,basic.4y,no,yes,no,9810,telephone,may,wed,3,999,0,nonexistent,5353,1.1,93.994,-36.4,3,5191.0
45,blue-collar,married,basic.9y,no,no,yes,19250,cellular,aug,fri,1,999,0,nonexistent,5354,1.4,93.444,-36.1,3,5228.1
33,services,married,high.school,no,yes,no,4336,cellular,may,fri,1,999,1,failure,5355,-1.8,92.893,-46.2,3,5099.1
45,blue-collar,married,basic.4y,no,unknown,unknown,32891,telephone,may,tue,1,999,0,nonexistent,5356,1.1,93.994,-36.4,3,5191.0
26,self-employed,married,high.school,no,no,no,7444,cellular,may,thu,3,999,0,nonexistent,5357,-1.8,92.893,-46.2,3,5099.1
30,blue-collar,single,basic.4y,unknown,unknown,unknown,39516,telephone,may,fri,1,999,0,nonexistent,5358,1.1,93.994,-36.4,3,5191.0
39,admin.,single,university.degree,unknown,yes,no,20667,cellular,aug,wed,1,999,0,nonexistent,5359,1.4,93.444,-36.1,3,5228.1
51,blue-collar,married,basic.4y,unknown,yes,no,37601,telephone,jun,fri,1,999,0,nonexistent,5360,1.4,94.465,-41.8,3,5228.1
39,blue-collar,single,basic.4y,unknown,no,no,39459,telephone,jul,thu,21,999,0,nonexistent,5361,1.4,93.918,-42.7,3,5228.1
31,blue-collar,married,basic.9y,no,no,yes,3822,cellular,may,tue,1,999,1,failure,5362,-1.8,92.893,-46.2,3,5099.1
55,technician,married,professional.course,no,no,yes,35244,cellular,may,fri,3,999,1,failure,5363,-1.8,92.893,-46.2,3,5099.1
27,technician,single,unknown,no,yes,no,28044,cellular,jul,fri,1,999,0,nonexistent,5364,1.4,93.918,-42.7,3,5228.1
59,retired,married,basic.4y,no,no,yes,19004,telephone,jul,thu,3,999,0,nonexistent,5365,1.4,93.918,-42.7,3,5228.1
57,retired,married,basic.6y,no,yes,no,3062,cellular,may,thu,1,999,0,nonexistent,5366,-1.8,92.893,-46.2,3,5099.1
34,technician,married,university.degree,no,yes,no,34200,telephone,may,tue,2,999,0,nonexistent,5367,1.1,93.994,-36.4,3,5191.0
46,technician,single,basic.9y,no,no,no,16066,cellular,apr,thu,2,999,1,failure,5368,-1.8,93.075,-47.1,3,5099.1
58,management,married,university.degree,no,yes,no,17111,cellular,nov,thu,1,999,0,nonexistent,5369,-1.1,94.767,-50.8,3,4963.6
53,blue-collar,married,professional.course,unknown,no,yes,33992,cellular,may,wed,5,999,0,nonexistent,5370,-1.8,92.893,-46.2,3,5099.1
59,technician,married,university.degree,no,no,no,25242,telephone,jun,thu,2,999,0,nonexistent,5371,1.4,94.465,-41.8,3,5228.1
25,admin.,divorced,professional.course,no,no,no,10255,cellular,jul,mon,1,999,0,nonexistent,5372,1.4,93.918,-42.7,3,5228.1
36,admin.,married,high.school,no,yes,no,34128,telephone,may,fri,3,999,0,nonexistent,5373,1.1,93.994,-36.4,3,5191.0
40,blue-collar,married,basic.9y,no,yes,no,7012,cellular,jun,wed,3,3,2,success,5374,-1.7,94.055,-39.8,3,4991.6
44,services,married,basic.9y,no,yes,no,7806,telephone,jun,wed,2,999,0,nonexistent,5375,1.4,94.465,-41.8,3,5228.1
41,admin.,married,high.school,unknown,no,no,5895,cellular,may,fri,3,999,0,nonexistent,5376,-1.8,92.893,-46.2,3,5099.1
38,blue-collar,married,professional.course,no,no,yes,27788,cellular,apr,mon,1,999,1,failure,5377,-1.8,93.075,-47.1,3,5099.1
26,services,single,high.school,no,yes,no,39716,cellular,jul,wed,2,999,0,nonexistent,5378,1.4,93.918,-42.7,3,5228.1
37,management,married,university.degree,no,no,no,36052,cellular,may,mon,1,999,0,nonexistent,5379,-1.8,92.893,-46.2,3,5099.1
34,admin.,single,university.degree,no,yes,no,26247,cellular,aug,wed,3,999,0,nonexistent,5380,1.4,93.444,-36.1,3,5228.1
29,entrepreneur,divorced,basic.9y,no,yes,no,40293,telephone,jun,thu,1,999,0,nonexistent,5381,1.4,94.465,-41.8,3,5228.1
33,admin.,married,university.degree,no,no,no,22378,cellular,aug,wed,1,999,0,nonexistent,5382,1.4,93.444,-36.1,3,5228.1
56,retired,married,basic.4y,no,yes,no,31591,cellular,nov,fri,2,999,0,nonexistent,5383,-0.1,93.2,-42.0,3,5195.8
42,blue-collar,married,basic.9y,unknown,yes,no,40216,cellular,may,tue,5,999,0,nonexistent,5384,-1.8,92.893,-46.2,3,5099.1
36,blue-collar,single,basic.9y,unknown,no,no,1263,telephone,jun,mon,2,999,0,nonexistent,5385,1.4,94.465,-41.8,3,5228.1
31,blue-collar,married,basic.9y,no,no,no,11234,telephone,jun,tue,2,999,0,nonexistent,5386,1.4,94.465,-41.8,3,5228.1
43,admin.,married,university.degree,no,yes,yes,30911,cellular,aug,mon,1,999,0,nonexistent,5387,1.4,93.444,-36.1,3,5228.1
37,blue-collar,married,basic.9y,no,yes,no,18044,cellular,jul,fri,1,999,0,nonexistent,5388,1.4,93.918,-42.7,3,5228.1
34,admin.,single,university.degree,unknown,no,no,15115,telephone,jul,tue,5,999,0,nonexistent,5389,1.4,93.918,-42.7,3,5228.1
43,entrepreneur,married,basic.9y,unknown,yes,no,34707,cellular,jul,mon,1,999,0,nonexistent,5390,1.4,93.918,-42.7,3,5228.1
47,technician,married,basic.9y,no,no,no,2141,telephone,may,tue,1,999,0,nonexistent,5391,1.1,93.994,-36.4,3,5191.0
45,admin.,single,high.school,no,yes,no,27860,cellular,may,mon,3,999,0,nonexistent,5392,-1.8,92.893,-46.2,3,5099.1
45,unknown,married,unknown,unknown,unknown,unknown,36371,telephone,may,wed,1,999,0,nonexistent,5393,1.1,93.994,-36.4,3,5191.0
43,technician,married,professional.course,no,yes,no,22066,telephone,may,wed,1,999,0,nonexistent,5394,1.1,93.994,-36.4,3,5191.0
39,admin.,married,university.degree,no,yes,no,37301,telephone,jun,mon,2,999,0,nonexistent,5395,1.4,94.465,-41.8,3,5228.1
24,admin.,married,university.degree,no,yes,no,17112,cellular,jul,wed,2,999,0,nonexistent,5396,1.4,93.918,-42.7,3,5228.1
35,self-employed,married,basic.9y,no,yes,no,14422,telephone,jun,tue,2,999,0,nonexistent,5397,1.4,94.465,-41.8,3,5228.1
45,blue-collar,married,basic.4y,no,no,no,38815,telephone,jun,wed,9,999,0,nonexistent,5398,1.4,94.465,-41.8,3,5228.1
42,self-employed,divorced,high.school,no,yes,no,8514,cellular,may,tue,2,999,1,failure,5399,-1.8,92.893,-46.2,3,5099.1
33,management,married,high.school,unknown,no,no,29326,telephone,may,thu,1,999,0,nonexistent,5400,1.1,93.994,-36.4,3,5191.0
30,technician,single,university.degree,no,no,no,30458,cellular,aug,wed,8,999,0,nonexistent,5401,1.4,93.444,-36.1,3,5228.1
36,technician,single,professional.course,no,no,no,14119,cellular,aug,mon,3,999,0,nonexistent,5402,1.4,93.444,-36.1,3,5228.1
35,admin.,single,university.degree,no,yes,no,35440,cellular,nov,thu,2,999,0,nonexistent,5403,-0.1,93.2,-42.0,3,5195.8
58,admin.,single,university.degree,no,no,no,23330,telephone,jun,thu,1,999,0,nonexistent,5404,1.4,94.465,-41.8,3,5228.1
51,blue-collar,married,basic.4y,unknown,no,no,29205,cellular,jul,wed,1,999,0,nonexistent,5405,1.4,93.918,-42.7,3,5228.1
28,admin.,single,high.school,no,yes,no,37507,cellular,may,tue,2,999,0,nonexistent,5406,-1.8,92.893,-46.2,3,5099.1
32,technician,single,high.school,no,yes,no,20553,cellular,aug,fri,2,999,0,nonexistent,5407,1.4,93.444,-36.1,3,5228.1
32,entrepreneur,married,basic.6y,no,no,no,23843,telephone,may,tue,8,999,0,nonexistent,5408,1.1,93.994,-36.4,3,5191.0
37,blue-collar,married,professional.course,no,yes,yes,24197,telephone,may,thu,1,999,0,nonexistent,5409,1.1,93.994,-36.4,3,5191.0
19,student,single,unknown,no,yes,no,38658,cellular,apr,fri,1,999,0,nonexistent,5410,-1.8,93.075,-47.1,3,5099.1
35,admin.,single,high.school,no,no,no,2696,cellular,apr,fri,2,5,2,success,5411,-1.8,93.075,-47.1,3,5099.1
33,self-employed,married,basic.4y,no,no,no,28367,cellular,aug,wed,7,999,0,nonexistent,5412,1.4,93.444,-36.1,3,5228.1
56,technician,married,professional.course,unknown,no,yes,2752,cellular,aug,thu,1,999,0,nonexistent,5413,1.4,93.444,-36.1,3,5228.1
28,blue-collar,married,unknown,unknown,no,no,33143,telephone,jun,fri,3,999,0,nonexistent,5414,1.4,94.465,-41.8,3,5228.1
49,entrepreneur,divorced,basic.9y,no,yes,no,13107,cellular,may,fri,2,999,0,nonexistent,5415,-1.8,92.893,-46.2,3,5099.1
45,technician,married,professional.course,no,yes,no,28774,cellular,jul,wed,1,999,0,nonexistent,5416,1.4,93.918,-42.7,3,5228.1
35,admin.,married,university.degree,no,no,no,28366,cellular,apr,fri,1,999,0,nonexistent,5417,-1.8,93.075,-47.1,3,5099.1
38,unemployed,married,basic.4y,unknown,no,no,26415,telephone,jun,thu,26,999,0,nonexistent,5418,1.4,94.465,-41.8,3,5228.1
54,unemployed,married,basic.9y,no,no,no,5306,telephone,may,wed,1,999,0,nonexistent,5419,-1.8,92.893,-46.2,3,5099.1
30,admin.,married,university.degree,no,no,no,37117,telephone,jun,thu,1,999,0,nonexistent,5420,1.4,94.465,-41.8,3,5228.1
41,admin.,single,university.degree,no,no,no,1691,cellular,nov,tue,1,999,0,nonexistent,5421,-0.1,93.2,-42.0,3,5195.8
35,technician,married,university.degree,no,yes,no,11622,cellular,aug,tue,2,999,1,failure,5422,-2.9,92.201,-31.4,3,5076.2
48,technician,married,professional.course,unknown,yes,no,5647,cellular,jul,thu,2,999,0,nonexistent,5423,1.4,93.918,-42.7,3,5228.1
31,management,married,university.degree,no,no,no,13126,telephone,may,mon,8,999,0,nonexistent,5424,1.1,93.994,-36.4,3,5191.0
31,technician,married,professional.course,no,no,no,7005,telephone,may,wed,5,999,0,nonexistent,5425,1.1,93.994,-36.4,3,5191.0
56,admin.,single,university.degree,no,no,no,18853,cellular,mar,wed,1,5,1,success,5426,-1.8,93.369,-34.8,3,5008.7
50,admin.,married,professional.course,no,yes,yes,18759,cellular,jul,tue,1,999,0,nonexistent,5427,1.4,93.918,-42.7,3,5228.1
42,technician,married,professional.course,no,yes,no,18606,cellular,may,fri,1,999,0,nonexistent,5428,-1.8,92.893,-46.2,3,5099.1
56,blue-collar,married,basic.9y,no,no,no,10955,cellular,jul,wed,5,999,0,nonexistent,5429,1.4,93.918,-42.7,3,5228.1
50,blue-collar,divorced,basic.4y,no,yes,no,37314,telephone,jun,wed,22,999,0,nonexistent,5430,1.4,94.465,-41.8,3,5228.1
30,blue-collar,married,basic.4y,no,yes,no,6985,cellular,apr,thu,1,999,0,nonexistent,5431,-1.8,93.075,-47.1,3,5099.1
26,admin.,single,high.school,no,no,no,9761,telephone,jun,wed,6,999,0,nonexistent,5432,1.4,94.465,-41.8,3,5228.1
40,admin.,single,high.school,no,no,yes,3648,telephone,may,thu,1,999,0,nonexistent,5433,1.1,93.994,-36.4,3,5191.0
29,admin.,married,professional.course,no,no,no,19151,telephone,jun,wed,3,999,0,nonexistent,5434,1.4,94.465,-41.8,3,5228.1
47,blue-collar,married,basic.6y,unknown,yes,no,36024,telephone,may,fri,2,999,0,nonexistent,5435,1.1,93.994,-36.4,3,5191.0
55,retired,married,basic.9y,no,yes,no,39135,cellular,aug,fri,2,999,0,nonexistent,5436,1.4,93.444,-36.1,3,5228.1
35,services,single,high.school,no,no,no,4772,telephone,jun,mon,3,999,0,nonexistent,5437,1.4,94.465,-41.8,3,5228.1
58,retired,divorced,high.school,no,yes,no,25857,cellular,jun,tue,2,999,0,nonexistent,5438,-2.9,92.963,-40.8,3,5076.2
33,management,married,high.school,no,yes,no,138,cellular,jul,wed,2,999,0,nonexistent,5439,1.4,93.918,-42.7,3,5228.1
47,services,married,high.school,unknown,no,no,11667,telephone,may,tue,2,999,0,nonexistent,5440,1.1,93.994,-36.4,3,5191.0
40,blue-collar,married,high.school,no,yes,no,34467,cellular,nov,fri,1,999,0,nonexistent,5441,-0.1,93.2,-42.0,3,5195.8
46,blue-collar,divorced,basic.6y,no,yes,yes,19290,telephone,jun,fri,13,999,0,nonexistent,5442,1.4,94.465,-41.8,3,5228.1
54,technician,divorced,professional.course,unknown,yes,no,1085,cellular,aug,fri,4,999,0,nonexistent,5443,1.4,93.444,-36.1,3,5228.1
33,admin.,single,university.degree,no,yes,no,32980,cellular,aug,thu,2,999,0,nonexistent,5444,1.4,93.444,-36.1,3,5228.1
44,admin.,married,basic.9y,no,yes,no,17212,cellular,may,fri,1,999,0,nonexistent,5445,-1.8,92.893,-46.2,3,5099.1
32,admin.,married,university.degree,no,no,no,5139,cellular,jul,wed,2,999,0,nonexistent,5446,1.4,93.918,-42.7,3,5228.1
33,self-employed,divorced,basic.9y,no,yes,no,1797,telephone,may,tue,1,999,0,nonexistent,5447,1.1,93.994,-36.4,3,5191.0
27,self-employed,single,university.degree,no,no,no,30530,cellular,may,thu,1,999,0,nonexistent,5448,-1.8,92.893,-46.2,3,5099.1
41,technician,married,university.degree,no,no,no,13387,cellular,jul,tue,2,999,0,nonexistent,5449,1.4,93.918,-42.7,3,5228.1
45,admin.,married,professional.course,no,no,no,9339,cellular,jul,fri,1,999,0,nonexistent,5450,1.4,93.918,-42.7,3,5228.1
47,entrepreneur,married,university.degree,no,yes,no,19620,cellular,apr,thu,2,999,0,nonexistent,5451,-1.8,93.075,-47.1,3,5099.1
28,services,single,high.school,no,no,no,22779,telephone,may,wed,3,999,0,nonexistent,5452,1.1,93.994,-36.4,3,5191.0
31,blue-collar,single,professional.course,no,no,yes,22738,cellular,jul,tue,13,999,0,nonexistent,5453,1.4,93.918,-42.7,3,5228.1
40,admin.,married,university.degree,no,no,no,24502,cellular,jul,mon,1,999,0,nonexistent,5454,1.4,93.918,-42.7,3,5228.1
58,technician,married,professional.course,no,unknown,unknown,19130,cellular,aug,mon,2,999,0,nonexistent,5455,1.4,93.444,-36.1,3,5228.1
50,technician,married,professional.course,unknown,yes,no,24647,telephone,may,wed,2,999,0,nonexistent,5456,1.1,93.994,-36.4,3,5191.0
34,blue-collar,married,basic.9y,unknown,no,no,16795,telephone,jun,mon,1,999,0,nonexistent,5457,1.4,94.465,-41.8,3,5228.1
33,admin.,married,high.school,no,yes,yes,24578,cellular,may,mon,1,999,1,failure,5458,-1.8,92.893,-46.2,3,5099.1
40,unemployed,married,university.degree,no,yes,yes,30385,cellular,sep,wed,4,999,0,nonexistent,5459,-3.4,92.379,-29.8,3,5017.5
28,services,single,unknown,no,yes,no,37692,telephone,may,thu,1,999,0,nonexistent,5460,1.1,93.994,-36.4,3,5191.0
45,technician,married,high.school,no,yes,no,15755,cellular,aug,tue,1,999,0,nonexistent,5461,1.4,93.444,-36.1,3,5228.1
37,technician,married,professional.course,unknown,yes,no,27000,telephone,may,fri,3,999,0,nonexistent,5462,1.1,93.994,-36.4,3,5191.0
43,admin.,married,university.degree,unknown,yes,no,31304,cellular,aug,tue,1,999,0,nonexistent,5463,1.4,93.444,-36.1,3,5228.1
51,unemployed,married,professional.course,no,no,no,33782,telephone,may,tue,3,999,0,nonexistent,5464,1.1,93.994,-36.4,3,5191.0
32,unemployed,divorced,high.school,no,yes,no,6238,cellular,nov,wed,1,999,0,nonexistent,5465,-0.1,93.2,-42.0,3,5195.8
25,technician,married,professional.course,no,no,no,10807,cellular,jul,thu,3,999,0,nonexistent,5466,1.4,93.918,-42.7,3,5228.1
52,entrepreneur,married,university.degree,no,yes,yes,25670,cellular,nov,fri,2,999,0,nonexistent,5467,-0.1,93.2,-42.0,3,5195.8
35,admin.,married,university.degree,no,yes,no,6973,cellular,nov,wed,1,999,0,nonexistent,5468,-0.1,93.2,-42.0,3,5195.8
44,blue-collar,married,professional.course,unknown,yes,no,17103,telephone,may,mon,3,999,0,nonexistent,5469,1.1,93.994,-36.4,3,5191.0
25,services,single,high.school,no,no,no,8893,cellular,may,thu,1,999,0,nonexistent,5470,-1.8,92.893,-46.2,3,5099.1
27,admin.,single,high.school,unknown,yes,no,20102,cellular,may,tue,3,999,1,failure,5471,-1.8,92.893,-46.2,3,5099.1
36,blue-collar,married,basic.4y,unknown,yes,no,37881,cellular,jul,tue,8,999,0,nonexistent,5472,1.4,93.918,-42.7,3,5228.1
29,blue-collar,married,professional.course,no,no,no,9332,telephone,may,wed,8,999,0,nonexistent,5473,-1.8,92.893,-46.2,3,5099.1
59,admin.,married,university.degree,no,yes,no,39159,telephone,may,fri,2,999,0,nonexistent,5474,1.1,93.994,-36.4,3,5191.0
41,technician,divorced,professional.course,no,yes,no,26310,cellular,aug,thu,6,999,0,nonexistent,5475,1.4,93.444,-36.1,3,5228.1
60,retired,single,high.school,no,no,no,6823,telephone,jun,tue,4,999,0,nonexistent,5476,1.4,94.465,-41.8,3,5228.1
37,blue-collar,married,basic.9y,unknown,yes,no,6695,cellular,jul,thu,1,999,0,nonexistent,5477,1.4,93.918,-42.7,3,5228.1
33,admin.,married,university.degree,no,no,no,34058,cellular,aug,thu,1,999,0,nonexistent,5478,-1.7,94.027,-38.3,3,4991.6
36,technician,divorced,basic.9y,no,yes,no,19300,cellular,jul,wed,1,999,0,nonexistent,5479,1.4,93.918,-42.7,3,5228.1
41,admin.,divorced,high.school,no,yes,no,36732,telephone,jun,wed,1,999,0,nonexistent,5480,1.4,94.465,-41.8,3,5228.1
42,management,married,university.degree,no,no,no,140,telephone,may,fri,1,999,0,nonexistent,5481,1.1,93.994,-36.4,3,5191.0
41,admin.,married,university.degree,unknown,yes,no,34651,cellular,may,mon,5,999,0,nonexistent,5482,-1.8,92.893,-46.2,3,5099.1
21,services,single,unknown,no,yes,no,29415,telephone,aug,mon,1,999,0,nonexistent,5483,-1.7,94.027,-38.3,3,4991.6
50,housemaid,married,basic.9y,no,yes,no,36255,cellular,may,mon,2,999,1,failure,5484,-1.8,92.893,-46.2,3,5099.1
49,entrepreneur,married,high.school,no,no,no,14961,telephone,may,fri,1,999,0,nonexistent,5485,1.1,93.994,-36.4,3,5191.0
39,admin.,married,high.school,no,yes,no,12637,cellular,jul,fri,1,999,0,nonexistent,5486,1.4,93.918,-42.7,3,5228.1
45,technician,married,professional.course,unknown,no,no,2976,telephone,jun,fri,3,999,0,nonexistent,5487,1.4,94.465,-41.8,3,5228.1
24,technician,single,professional.course,no,no,no,4070,cellular,jun,tue,1,4,1,success,5488,-2.9,92.963,-40.8,3,5076.2
41,blue-collar,married,basic.9y,no,yes,no,21222,cellular,jul,thu,1,999,0,nonexistent,5489,1.4,93.918,-42.7,3,5228.1
39,technician,single,professional.course,no,yes,no,36248,telephone,jul,mon,3,999,0,nonexistent,5490,1.4,93.918,-42.7,3,5228.1
