age,job,marital,education,default,housing,loan,id
34,self-employed,single,university.degree,no,yes,yes,20240
35,blue-collar,single,basic.9y,no,yes,no,30437
43,management,single,university.degree,no,no,no,17335
42,technician,married,university.degree,unknown,no,no,21677
35,technician,single,professional.course,no,yes,no,14865
36,admin.,married,university.degree,no,yes,no,41109
27,unknown,single,high.school,unknown,yes,no,11885
65,management,married,university.degree,no,yes,no,39855
43,blue-collar,single,basic.6y,no,no,no,15216
32,services,single,basic.6y,no,no,yes,36872
36,technician,single,high.school,no,yes,no,11453
31,management,single,university.degree,no,no,no,19369
32,self-employed,divorced,professional.course,no,no,no,23166
60,blue-collar,married,basic.4y,no,yes,no,18321
29,entrepreneur,single,professional.course,no,no,no,7636
48,housemaid,married,basic.4y,unknown,yes,no,20878
50,blue-collar,married,basic.4y,unknown,yes,yes,7211
51,management,married,university.degree,unknown,no,yes,24612
35,technician,married,professional.course,no,no,no,40604
47,blue-collar,single,basic.4y,unknown,yes,no,9289
79,retired,married,basic.4y,no,yes,no,33818
51,blue-collar,married,basic.4y,unknown,no,no,33496
35,admin.,married,university.degree,no,no,no,30120
34,admin.,unknown,university.degree,no,no,no,36975
71,retired,married,basic.4y,no,no,no,10282
34,admin.,married,high.school,no,no,no,17108
35,admin.,single,university.degree,no,no,no,12602
25,admin.,single,basic.9y,no,yes,no,9174
54,management,married,university.degree,no,yes,no,19980
29,management,single,university.degree,no,yes,yes,39954
34,blue-collar,married,basic.6y,no,yes,no,10917
33,technician,married,high.school,no,unknown,unknown,1421
37,blue-collar,married,high.school,unknown,no,no,28733
31,blue-collar,divorced,basic.9y,no,yes,no,9194
30,technician,single,university.degree,no,yes,no,15220
36,admin.,married,university.degree,no,no,no,35476
26,blue-collar,married,basic.6y,no,no,no,36553
42,admin.,single,high.school,no,no,no,3477
31,blue-collar,married,basic.6y,no,no,yes,14657
42,admin.,married,university.degree,unknown,no,no,2360
31,admin.,married,university.degree,no,no,no,18390
37,technician,single,professional.course,unknown,yes,no,15053
26,student,single,basic.9y,no,yes,no,35243
56,management,married,basic.9y,unknown,no,no,6468
29,services,single,university.degree,no,no,no,17703
29,technician,single,high.school,no,no,no,14219
52,blue-collar,married,basic.9y,unknown,yes,no,28703
30,unemployed,married,high.school,no,no,no,34718
37,management,married,university.degree,no,no,no,17591
37,housemaid,married,basic.4y,no,yes,no,15867
49,blue-collar,divorced,unknown,unknown,no,no,17408
49,management,divorced,university.degree,no,no,no,5439
43,blue-collar,married,basic.4y,unknown,yes,no,16805
41,entrepreneur,single,high.school,no,yes,no,14841
29,admin.,married,university.degree,no,no,no,17859
34,blue-collar,married,professional.course,no,no,no,22264
52,blue-collar,married,basic.9y,unknown,no,no,40175
45,self-employed,divorced,university.degree,no,no,yes,31511
33,admin.,married,university.degree,no,no,no,25837
55,self-employed,married,unknown,unknown,no,no,9133
51,services,married,professional.course,unknown,no,no,27268
42,admin.,divorced,high.school,no,yes,no,29013
36,admin.,divorced,high.school,no,yes,no,38189
45,technician,married,professional.course,no,no,no,16842
29,blue-collar,married,high.school,no,yes,no,25318
50,blue-collar,married,basic.6y,no,yes,no,12907
20,student,single,basic.9y,no,no,no,23997
39,technician,single,basic.4y,unknown,yes,no,39004
38,technician,married,high.school,no,yes,no,20281
36,admin.,married,university.degree,no,yes,yes,26142
45,technician,married,university.degree,no,no,no,25965
32,admin.,single,university.degree,no,yes,yes,12510
33,technician,single,professional.course,no,unknown,unknown,20221
58,management,married,university.degree,no,yes,no,25333
46,blue-collar,married,basic.4y,no,no,no,15296
50,admin.,divorced,university.degree,no,yes,no,23280
39,technician,married,professional.course,no,no,no,21809
35,unemployed,married,basic.9y,unknown,unknown,unknown,15139
58,management,married,unknown,unknown,yes,no,31728
56,blue-collar,divorced,basic.4y,no,no,no,2535
32,self-employed,single,university.degree,no,yes,no,33997
36,blue-collar,married,basic.4y,unknown,no,no,35698
64,retired,divorced,basic.4y,no,yes,yes,30803
39,services,married,high.school,unknown,yes,no,20542
38,technician,married,professional.course,no,yes,no,4340
33,blue-collar,married,basic.4y,no,yes,yes,16569
28,services,divorced,high.school,no,yes,no,582
56,blue-collar,married,basic.4y,unknown,no,no,40087
33,admin.,married,university.degree,no,yes,no,13138
55,admin.,married,basic.4y,no,no,no,20373
32,admin.,married,university.degree,no,yes,yes,14987
37,admin.,single,high.school,no,no,no,4446
43,blue-collar,married,basic.9y,unknown,no,no,17618
48,services,married,basic.6y,unknown,yes,no,32638
45,admin.,married,high.school,no,yes,no,31287
31,technician,married,university.degree,no,no,no,6349
33,technician,married,professional.course,unknown,yes,no,6319
43,admin.,married,university.degree,no,yes,no,29722
79,retired,married,basic.4y,no,no,yes,1651
36,management,married,university.degree,no,no,no,14625
30,blue-collar,married,university.degree,no,no,no,3803
27,blue-collar,married,basic.6y,no,yes,no,19305
37,technician,married,university.degree,no,yes,no,36245
42,technician,married,basic.9y,no,no,no,2514
38,admin.,married,university.degree,no,yes,no,3637
30,admin.,married,university.degree,no,no,no,17072
26,unemployed,single,basic.9y,no,yes,yes,19
31,technician,married,professional.course,unknown,unknown,unknown,13411
52,blue-collar,married,professional.course,unknown,yes,no,2303
30,admin.,married,university.degree,no,yes,no,24926
57,management,divorced,university.degree,no,yes,no,36297
30,admin.,married,high.school,no,yes,yes,15758
53,blue-collar,married,basic.9y,no,yes,no,19178
31,admin.,single,university.degree,unknown,no,no,16541
47,management,divorced,university.degree,no,no,no,23339
33,blue-collar,married,basic.6y,unknown,yes,no,20656
28,services,married,basic.9y,no,yes,no,27235
45,technician,single,professional.course,no,no,no,2335
35,admin.,married,university.degree,no,yes,yes,12061
41,blue-collar,married,basic.9y,unknown,yes,no,17988
35,admin.,married,high.school,no,yes,no,23656
60,retired,married,basic.6y,unknown,no,no,23915
28,blue-collar,married,basic.6y,no,yes,no,23654
39,admin.,single,high.school,no,no,no,37643
47,technician,divorced,high.school,no,no,no,12363
39,services,single,high.school,no,no,no,20487
40,management,married,university.degree,no,no,yes,37066
35,blue-collar,married,basic.9y,no,no,no,28791
37,admin.,married,university.degree,no,yes,no,30107
33,blue-collar,married,basic.4y,no,yes,no,34539
58,self-employed,married,university.degree,no,no,no,24747
49,admin.,divorced,university.degree,no,no,no,10076
34,services,married,high.school,no,yes,no,12400
43,self-employed,married,high.school,unknown,no,no,19505
25,blue-collar,single,high.school,no,yes,no,8123
53,services,married,basic.9y,unknown,yes,no,29960
51,entrepreneur,divorced,high.school,no,no,no,33949
52,blue-collar,divorced,high.school,no,no,no,11797
43,retired,married,basic.9y,unknown,no,no,30518
30,technician,married,university.degree,no,no,no,5382
19,student,single,basic.9y,no,yes,no,36702
30,blue-collar,married,basic.6y,no,yes,yes,13191
55,admin.,married,high.school,unknown,yes,no,30320
34,technician,married,university.degree,no,unknown,unknown,34650
35,technician,married,university.degree,no,yes,no,33565
46,self-employed,married,professional.course,no,yes,no,38651
33,services,married,high.school,no,no,no,23536
59,technician,married,university.degree,no,no,no,5828
53,services,married,high.school,no,yes,no,6232
50,admin.,divorced,university.degree,no,no,no,38139
49,housemaid,divorced,basic.4y,no,no,no,19021
38,blue-collar,married,high.school,unknown,no,no,1706
52,technician,married,basic.4y,unknown,no,yes,32927
33,housemaid,unknown,university.degree,no,no,no,17038
26,housemaid,single,high.school,unknown,yes,yes,165
47,admin.,married,university.degree,no,yes,no,32965
54,housemaid,married,high.school,no,yes,no,10033
38,blue-collar,married,basic.4y,no,no,no,22594
25,unemployed,single,professional.course,no,no,no,28799
36,admin.,divorced,university.degree,no,no,no,20732
28,blue-collar,single,professional.course,no,yes,no,8922
36,technician,single,high.school,no,yes,no,20526
76,retired,married,university.degree,no,no,yes,31668
29,admin.,single,high.school,no,yes,no,7208
32,admin.,divorced,university.degree,no,no,no,23406
35,services,married,basic.9y,no,yes,no,25179
32,admin.,married,university.degree,no,yes,no,24262
53,unknown,married,unknown,no,no,no,24948
31,technician,single,university.degree,no,yes,yes,1748
28,management,single,basic.9y,no,yes,no,8359
35,services,married,high.school,no,yes,no,29951
39,services,divorced,basic.9y,no,yes,no,39933
48,blue-collar,married,basic.9y,no,no,no,33117
32,services,married,high.school,no,no,yes,36275
36,blue-collar,single,high.school,no,no,no,36164
27,services,married,university.degree,no,no,no,25014
32,blue-collar,married,basic.9y,no,no,no,27618
46,admin.,married,university.degree,no,yes,no,32424
32,blue-collar,married,professional.course,no,yes,no,17211
31,blue-collar,single,high.school,no,no,no,7019
43,admin.,married,high.school,no,yes,no,32461
58,retired,married,basic.4y,unknown,no,no,14536
36,blue-collar,married,basic.6y,no,yes,no,37618
31,admin.,single,high.school,no,yes,no,40535
39,technician,married,high.school,no,yes,no,16113
32,unemployed,divorced,basic.4y,no,no,yes,18763
58,blue-collar,divorced,basic.6y,unknown,no,no,20116
32,entrepreneur,married,high.school,unknown,yes,no,16723
34,technician,single,university.degree,no,no,no,8680
27,blue-collar,married,basic.9y,unknown,yes,no,37053
36,admin.,single,university.degree,no,yes,no,4122
34,blue-collar,married,basic.4y,no,yes,no,5603
31,admin.,single,university.degree,no,no,no,17033
38,admin.,married,high.school,unknown,no,no,31416
38,blue-collar,married,basic.6y,no,no,no,9432
37,admin.,single,university.degree,no,no,no,36256
34,admin.,single,university.degree,unknown,no,yes,27148
46,admin.,divorced,university.degree,no,no,no,2710
38,technician,single,professional.course,no,yes,no,13920
32,services,married,basic.9y,no,no,no,23990
31,technician,married,university.degree,no,no,no,40552
33,blue-collar,married,basic.9y,no,yes,no,34646
48,blue-collar,married,basic.9y,no,yes,no,38325
31,blue-collar,single,basic.4y,unknown,yes,no,230
42,blue-collar,married,basic.4y,unknown,yes,no,5879
41,entrepreneur,married,university.degree,no,yes,yes,21507
27,services,single,high.school,no,no,no,7184
38,housemaid,married,basic.6y,unknown,yes,yes,25446
36,admin.,married,university.degree,no,no,no,36858
45,admin.,single,unknown,unknown,no,no,38903
31,housemaid,single,high.school,no,yes,yes,29471
45,technician,divorced,professional.course,no,yes,yes,2630
48,management,married,university.degree,no,yes,no,2510
30,technician,single,university.degree,no,yes,no,14886
35,admin.,single,high.school,no,no,no,15222
29,blue-collar,married,basic.6y,no,no,no,646
47,services,divorced,high.school,no,no,no,11861
54,blue-collar,married,basic.4y,unknown,yes,no,33002
27,admin.,single,high.school,unknown,no,no,37357
37,admin.,married,university.degree,unknown,yes,no,14294
22,technician,single,unknown,no,yes,no,28951
41,services,married,high.school,unknown,yes,yes,38210
46,blue-collar,married,basic.4y,no,yes,no,40683
32,services,divorced,high.school,unknown,yes,no,14390
28,self-employed,married,professional.course,no,yes,no,31250
29,services,married,high.school,no,yes,no,16051
41,unknown,married,basic.6y,unknown,no,no,40445
30,self-employed,single,university.degree,no,yes,no,32884
42,blue-collar,married,basic.6y,unknown,no,no,25275
42,blue-collar,married,basic.9y,no,no,no,25575
35,admin.,single,high.school,no,yes,no,1759
39,blue-collar,divorced,unknown,no,yes,no,22464
49,admin.,divorced,high.school,no,yes,no,29794
34,technician,single,professional.course,no,yes,no,9417
32,admin.,married,university.degree,no,no,no,20274
49,blue-collar,married,basic.4y,unknown,no,no,41015
61,retired,married,basic.9y,no,no,yes,1969
45,technician,married,professional.course,unknown,no,no,8119
33,blue-collar,married,basic.9y,no,no,no,4914
33,self-employed,married,high.school,no,yes,no,1749
29,services,married,professional.course,unknown,no,no,13650
92,retired,married,unknown,no,no,yes,29884
50,technician,married,university.degree,no,yes,no,1761
30,admin.,single,high.school,no,yes,no,6814
35,admin.,single,high.school,no,no,no,5780
30,admin.,married,high.school,no,no,no,35484
36,blue-collar,married,professional.course,unknown,yes,yes,34409
33,management,married,high.school,no,no,yes,22245
30,technician,married,university.degree,unknown,no,no,26140
27,student,single,university.degree,no,yes,no,24046
44,blue-collar,divorced,basic.4y,unknown,yes,yes,32545
26,student,single,basic.9y,no,yes,no,39349
59,technician,married,professional.course,unknown,yes,no,24368
23,student,single,university.degree,no,yes,no,24335
29,blue-collar,single,high.school,unknown,no,no,26095
30,admin.,married,university.degree,no,no,no,24822
56,blue-collar,married,unknown,no,no,no,10793
25,blue-collar,single,high.school,no,yes,no,25657
56,retired,married,basic.4y,no,yes,no,12518
59,retired,divorced,basic.9y,unknown,yes,no,6650
46,admin.,single,high.school,no,yes,no,38323
41,technician,married,university.degree,no,unknown,unknown,12862
54,entrepreneur,divorced,unknown,no,no,yes,31003
31,technician,married,professional.course,no,no,no,1974
25,admin.,single,university.degree,no,no,no,28246
31,admin.,single,university.degree,no,no,no,15346
32,blue-collar,married,basic.6y,no,yes,no,7785
30,entrepreneur,single,university.degree,no,yes,no,31047
45,technician,divorced,university.degree,unknown,yes,no,18981
37,entrepreneur,married,high.school,unknown,no,no,23707
43,technician,married,professional.course,no,no,no,12344
52,admin.,married,university.degree,no,no,yes,25326
59,blue-collar,married,basic.4y,no,yes,no,20782
38,admin.,single,basic.6y,unknown,no,no,30082
35,management,married,university.degree,no,yes,no,38778
23,blue-collar,single,basic.4y,no,yes,yes,37155
22,services,married,high.school,unknown,yes,no,35359
25,blue-collar,single,basic.4y,no,no,no,38020
33,admin.,married,high.school,no,no,no,24111
44,unemployed,married,high.school,no,yes,no,15625
37,services,single,high.school,no,yes,no,16197
36,services,married,high.school,no,no,no,13592
36,technician,married,university.degree,no,no,no,10416
31,blue-collar,single,unknown,no,yes,no,6082
47,self-employed,married,university.degree,no,no,no,6890
32,blue-collar,married,basic.4y,unknown,yes,no,17057
30,blue-collar,single,basic.9y,unknown,no,no,30709
54,technician,divorced,professional.course,no,yes,no,11826
46,admin.,single,high.school,no,yes,yes,32955
42,technician,divorced,professional.course,no,no,no,32538
34,admin.,divorced,university.degree,no,yes,no,12350
29,admin.,married,high.school,no,yes,no,25784
45,admin.,married,basic.9y,no,yes,no,1211
32,admin.,single,high.school,no,yes,no,32861
30,technician,single,university.degree,no,no,yes,29035
44,management,divorced,basic.9y,unknown,no,no,28028
29,admin.,married,university.degree,no,no,no,30355
29,blue-collar,married,basic.9y,no,yes,no,26528
46,admin.,married,basic.9y,no,yes,no,17330
50,technician,married,professional.course,no,no,no,37101
59,entrepreneur,married,university.degree,unknown,yes,no,7773
33,blue-collar,single,high.school,no,yes,no,6372
31,blue-collar,single,basic.9y,no,yes,no,10151
37,technician,single,professional.course,no,yes,no,315
34,blue-collar,married,high.school,no,yes,no,16253
42,housemaid,married,university.degree,no,no,no,27441
47,blue-collar,married,basic.4y,unknown,yes,no,9128
44,blue-collar,divorced,basic.9y,no,no,no,40020
27,admin.,single,university.degree,no,yes,no,28511
34,admin.,married,university.degree,unknown,no,no,149
31,entrepreneur,married,university.degree,no,yes,no,18923
52,management,married,university.degree,no,yes,no,32670
44,blue-collar,married,unknown,no,yes,no,15650
59,housemaid,married,basic.4y,unknown,no,yes,7291
29,technician,single,professional.course,no,no,no,14512
53,technician,married,professional.course,unknown,yes,no,15891
40,admin.,married,professional.course,unknown,no,no,33999
54,housemaid,married,basic.4y,no,no,no,28227
58,admin.,single,university.degree,no,no,no,17682
46,admin.,married,professional.course,no,no,no,2067
36,services,married,basic.9y,no,yes,no,3512
25,blue-collar,single,basic.6y,unknown,yes,no,34366
39,self-employed,married,university.degree,no,no,no,40636
57,admin.,divorced,university.degree,unknown,no,yes,12393
64,technician,married,professional.course,no,yes,no,26785
44,management,married,university.degree,unknown,yes,no,7113
31,admin.,married,high.school,no,no,no,15782
28,blue-collar,married,basic.6y,unknown,yes,no,20201
36,admin.,divorced,high.school,no,no,no,24997
31,technician,married,professional.course,no,yes,yes,22423
36,technician,married,high.school,no,no,no,32213
44,blue-collar,married,basic.6y,no,yes,no,25840
29,services,married,high.school,no,yes,yes,38388
56,retired,married,basic.4y,unknown,no,no,19650
39,management,married,basic.9y,no,yes,no,14194
36,blue-collar,single,basic.6y,unknown,no,no,27102
28,self-employed,single,university.degree,no,yes,no,30313
47,technician,single,university.degree,no,no,yes,2139
31,services,married,high.school,no,no,no,29741
21,admin.,single,high.school,no,no,no,26664
47,blue-collar,married,basic.4y,unknown,no,no,16352
36,admin.,married,professional.course,no,yes,no,20907
43,self-employed,divorced,university.degree,no,no,no,38019
28,blue-collar,married,basic.9y,no,yes,no,5916
42,services,married,basic.9y,no,yes,no,10840
31,unemployed,married,basic.9y,no,yes,no,21156
36,blue-collar,married,unknown,no,yes,yes,27135
56,admin.,married,high.school,unknown,no,no,21563
41,blue-collar,married,basic.6y,unknown,yes,no,27147
24,blue-collar,single,basic.9y,no,yes,no,23071
30,services,single,high.school,no,yes,no,27868
29,management,single,university.degree,no,yes,no,12578
55,management,divorced,university.degree,no,no,yes,21481
60,blue-collar,married,basic.4y,unknown,no,yes,31530
36,admin.,single,high.school,no,no,no,35681
27,admin.,single,high.school,no,yes,no,1637
33,admin.,married,basic.9y,no,yes,no,26222
31,admin.,married,high.school,unknown,yes,yes,38441
31,management,single,university.degree,no,yes,yes,40277
29,admin.,single,high.school,no,yes,no,25736
37,self-employed,divorced,university.degree,no,yes,no,491
32,admin.,divorced,university.degree,no,no,yes,2555
33,services,married,basic.9y,no,yes,no,30629
47,admin.,married,university.degree,no,yes,no,35938
50,housemaid,married,basic.4y,no,yes,no,23494
46,blue-collar,married,basic.9y,unknown,no,no,36458
31,admin.,single,university.degree,no,yes,no,24250
34,management,married,university.degree,no,no,yes,5188
27,services,single,high.school,no,no,no,14096
36,technician,married,basic.9y,no,yes,no,35942
54,management,divorced,university.degree,no,yes,no,1683
31,blue-collar,married,basic.4y,no,yes,no,32606
40,admin.,divorced,university.degree,unknown,yes,no,35557
52,blue-collar,married,basic.9y,no,yes,no,18881
31,admin.,married,university.degree,no,yes,no,10500
48,services,married,high.school,no,no,no,25531
39,admin.,married,university.degree,no,no,no,30833
31,services,divorced,high.school,no,no,no,14350
40,admin.,single,unknown,unknown,yes,no,1696
31,blue-collar,single,high.school,no,yes,no,8723
34,admin.,married,university.degree,no,no,yes,7718
29,admin.,married,basic.6y,no,yes,no,18669
37,self-employed,married,high.school,no,no,no,34696
34,services,married,basic.6y,no,no,no,4863
27,admin.,married,high.school,no,no,no,17959
29,services,single,high.school,no,no,yes,40233
52,self-employed,single,university.degree,unknown,no,no,34431
41,management,married,basic.6y,no,no,no,4724
32,admin.,married,university.degree,no,yes,no,25691
42,management,married,university.degree,unknown,no,no,34081
40,blue-collar,divorced,basic.9y,unknown,yes,yes,22972
53,technician,divorced,professional.course,unknown,no,yes,16719
38,blue-collar,single,high.school,no,no,no,34261
36,admin.,single,basic.9y,no,no,yes,16649
54,technician,married,university.degree,unknown,no,no,27471
32,blue-collar,single,basic.9y,no,yes,no,17202
41,technician,married,professional.course,no,no,no,35344
31,blue-collar,single,basic.9y,no,no,no,26724
56,admin.,divorced,university.degree,no,yes,no,26663
38,blue-collar,divorced,basic.6y,no,yes,yes,18720
41,management,married,university.degree,no,no,no,33171
40,technician,married,basic.9y,no,yes,no,34484
33,blue-collar,married,high.school,unknown,no,no,6610
28,services,single,high.school,no,yes,yes,9179
55,unknown,married,university.degree,no,yes,no,25081
38,self-employed,married,basic.9y,no,yes,no,36156
36,admin.,married,university.degree,no,no,no,2834
43,blue-collar,single,high.school,no,no,no,7218
31,services,single,high.school,no,yes,no,16010
34,admin.,single,high.school,no,yes,yes,5341
46,services,married,university.degree,no,yes,no,20776
26,admin.,married,high.school,no,no,no,17685
39,blue-collar,single,basic.4y,unknown,yes,no,26579
35,admin.,married,university.degree,no,yes,yes,8151
47,self-employed,married,university.degree,no,no,no,37572
45,services,married,basic.6y,no,yes,no,14882
25,self-employed,divorced,university.degree,no,yes,no,23097
36,technician,single,professional.course,unknown,yes,no,25781
49,blue-collar,married,basic.9y,unknown,yes,no,7870
32,unemployed,married,university.degree,no,yes,no,20155
41,blue-collar,married,basic.9y,no,yes,no,17689
51,technician,married,professional.course,unknown,no,no,5022
33,management,married,high.school,unknown,no,no,2507
52,admin.,married,professional.course,no,yes,yes,1030
49,blue-collar,married,basic.9y,unknown,no,no,2577
30,technician,married,high.school,no,yes,yes,35405
37,student,married,professional.course,no,no,no,5486
31,self-employed,married,university.degree,no,no,no,25535
26,student,single,high.school,no,no,no,37140
32,admin.,single,professional.course,no,no,no,6881
25,blue-collar,single,high.school,no,no,no,40649
36,blue-collar,married,basic.9y,no,yes,no,402
48,retired,married,basic.4y,unknown,yes,yes,21049
48,admin.,single,high.school,no,yes,no,8145
40,management,single,high.school,no,yes,no,40217
36,self-employed,married,basic.4y,unknown,yes,no,38291
35,technician,married,university.degree,no,yes,no,16423
37,technician,married,professional.course,unknown,yes,no,27250
58,technician,divorced,basic.9y,no,no,no,1276
57,retired,single,basic.4y,no,no,yes,26337
45,management,married,university.degree,no,yes,yes,13829
32,blue-collar,married,basic.6y,unknown,no,no,7858
48,services,married,high.school,no,no,no,40606
37,blue-collar,married,high.school,unknown,yes,no,4478
45,services,divorced,basic.9y,no,yes,no,311
45,housemaid,divorced,university.degree,no,no,no,12762
52,management,married,professional.course,no,no,no,9698
31,admin.,single,basic.9y,no,no,no,20430
32,technician,single,professional.course,no,yes,no,36634
39,blue-collar,married,high.school,no,yes,no,27548
29,technician,single,university.degree,no,yes,no,34053
33,admin.,single,university.degree,no,yes,no,10998
27,student,single,unknown,no,no,no,5307
43,services,married,high.school,no,no,no,31544
40,services,married,basic.9y,no,yes,no,39271
42,housemaid,married,basic.4y,unknown,yes,no,25604
48,blue-collar,married,basic.9y,no,yes,no,10240
51,self-employed,married,basic.9y,no,yes,no,16137
54,admin.,married,university.degree,unknown,no,no,4419
34,technician,married,professional.course,no,no,yes,13181
34,admin.,divorced,university.degree,no,unknown,unknown,27307
26,blue-collar,single,basic.9y,no,yes,no,29257
40,blue-collar,married,professional.course,no,no,no,27437
28,admin.,married,high.school,no,no,no,29641
41,admin.,married,high.school,no,no,no,7193
45,technician,married,high.school,no,yes,yes,5499
53,admin.,married,high.school,no,no,no,6700
35,admin.,single,university.degree,no,yes,no,14779
46,management,married,university.degree,unknown,yes,no,143
36,blue-collar,married,basic.9y,no,yes,yes,34778
58,technician,divorced,unknown,unknown,yes,no,1579
48,admin.,married,high.school,no,no,no,13800
33,technician,divorced,high.school,no,yes,yes,22093
39,blue-collar,married,basic.6y,no,yes,no,20326
38,blue-collar,married,basic.9y,unknown,yes,no,10212
59,retired,married,unknown,no,no,yes,27943
43,blue-collar,married,basic.9y,unknown,no,no,4597
45,admin.,married,university.degree,no,yes,no,11405
39,management,married,university.degree,no,yes,yes,40485
47,management,married,university.degree,no,yes,no,3548
39,admin.,married,university.degree,no,yes,no,28601
55,admin.,divorced,university.degree,no,yes,no,1717
24,admin.,single,high.school,unknown,no,no,37408
51,retired,married,professional.course,no,no,no,25800
63,technician,married,professional.course,no,no,no,39633
47,management,divorced,university.degree,no,no,no,38451
43,technician,married,professional.course,no,yes,no,36769
29,admin.,single,university.degree,no,no,no,20696
26,admin.,single,high.school,no,no,no,28122
37,technician,married,professional.course,no,no,no,14397
43,blue-collar,married,basic.4y,no,no,no,38127
27,blue-collar,married,basic.9y,no,unknown,unknown,8794
41,blue-collar,married,basic.4y,unknown,yes,no,6674
47,unknown,married,unknown,unknown,yes,no,9850
35,services,divorced,high.school,no,yes,no,23418
30,management,married,university.degree,no,no,no,28076
49,blue-collar,married,basic.9y,no,yes,no,35910
63,management,married,basic.4y,unknown,yes,no,8376
78,retired,married,basic.9y,no,yes,no,38821
58,admin.,divorced,university.degree,no,yes,yes,20383
52,housemaid,married,basic.4y,unknown,yes,no,15735
38,blue-collar,single,university.degree,no,yes,no,24594
37,technician,married,university.degree,no,no,no,29969
31,services,married,university.degree,no,yes,no,36331
35,admin.,married,unknown,unknown,yes,no,26421
33,unemployed,married,university.degree,no,yes,no,24382
37,admin.,single,university.degree,no,yes,yes,27939
26,management,single,university.degree,unknown,yes,no,1506
41,technician,divorced,university.degree,no,yes,no,36110
32,self-employed,single,university.degree,no,yes,no,3211
35,technician,married,professional.course,no,no,no,32480
41,admin.,married,university.degree,no,yes,yes,12051
42,admin.,divorced,high.school,no,yes,no,2836
31,blue-collar,married,basic.9y,no,no,no,32502
43,admin.,married,high.school,no,yes,no,31540
31,management,single,university.degree,no,yes,no,20754
33,technician,married,basic.9y,no,no,no,12485
35,blue-collar,married,basic.9y,no,yes,no,2930
36,technician,married,university.degree,no,yes,no,11730
28,admin.,single,university.degree,no,yes,no,2322
34,admin.,single,university.degree,no,no,no,8380
24,blue-collar,single,basic.9y,no,unknown,unknown,3454
35,technician,divorced,university.degree,no,yes,no,40145
33,technician,married,university.degree,no,yes,no,1278
32,blue-collar,single,basic.6y,unknown,yes,no,5359
31,admin.,married,high.school,no,unknown,unknown,23459
30,management,single,university.degree,no,no,no,23243
26,blue-collar,single,high.school,no,yes,no,15859
48,admin.,married,basic.6y,no,no,no,24117
31,management,married,university.degree,no,yes,no,33557
53,technician,divorced,professional.course,no,no,no,36793
57,management,married,university.degree,no,no,no,3486
41,blue-collar,married,basic.4y,unknown,no,no,20055
33,technician,single,professional.course,no,no,no,1845
50,management,married,professional.course,no,yes,no,2055
33,housemaid,unknown,university.degree,no,yes,no,35996
31,admin.,married,university.degree,no,no,no,25879
25,technician,single,professional.course,no,yes,no,2477
50,technician,married,professional.course,unknown,yes,yes,18686
34,admin.,married,university.degree,no,no,no,2988
33,admin.,single,university.degree,no,no,no,34708
38,blue-collar,single,basic.9y,no,yes,no,35761
40,services,single,university.degree,no,no,no,2353
41,blue-collar,married,basic.9y,no,yes,no,7640
35,technician,divorced,university.degree,no,no,no,22747
40,management,married,high.school,unknown,no,no,32519
33,entrepreneur,married,university.degree,no,yes,yes,2168
31,blue-collar,single,high.school,no,yes,no,4707
45,technician,married,high.school,no,yes,no,24665
41,self-employed,single,university.degree,no,no,no,28576
58,entrepreneur,married,university.degree,no,no,no,9180
34,services,married,high.school,no,no,no,25559
43,blue-collar,married,basic.6y,no,yes,no,1919
27,services,single,high.school,no,yes,no,33963
70,retired,divorced,university.degree,no,no,no,14895
45,blue-collar,married,basic.4y,unknown,no,no,36718
37,admin.,divorced,university.degree,no,no,no,18647
36,blue-collar,married,basic.9y,unknown,yes,no,13681
37,blue-collar,divorced,basic.9y,unknown,yes,no,22705
40,admin.,single,high.school,no,yes,no,18356
59,admin.,divorced,university.degree,unknown,unknown,unknown,35797
38,services,married,high.school,no,no,no,32199
39,management,married,university.degree,unknown,no,no,28022
53,blue-collar,married,basic.4y,unknown,no,no,8524
31,admin.,married,university.degree,no,yes,no,34611
36,admin.,married,university.degree,no,yes,no,15766
35,admin.,single,high.school,no,no,no,26148
30,blue-collar,married,high.school,no,no,no,10995
40,blue-collar,married,basic.9y,unknown,no,no,37550
26,blue-collar,married,professional.course,unknown,yes,no,30278
37,unemployed,married,professional.course,unknown,yes,yes,22368
30,self-employed,married,university.degree,no,yes,no,12896
40,services,married,high.school,no,no,no,29593
32,technician,married,university.degree,unknown,yes,no,13787
36,management,married,university.degree,unknown,no,no,6263
46,technician,married,professional.course,no,no,no,5901
31,self-employed,married,university.degree,no,yes,no,39191
40,management,married,unknown,no,no,yes,22555
54,services,single,high.school,unknown,no,no,2051
54,unemployed,married,high.school,unknown,no,no,6044
31,admin.,single,high.school,no,yes,yes,19052
45,technician,married,university.degree,no,no,no,4649
43,blue-collar,married,high.school,no,yes,no,14600
51,services,married,high.school,no,yes,no,22334
42,technician,married,professional.course,no,yes,no,21814
58,management,married,unknown,no,no,no,21375
57,retired,married,basic.4y,no,yes,no,39940
44,technician,married,high.school,no,no,no,1900
54,blue-collar,married,basic.6y,no,yes,no,20523
54,management,married,high.school,unknown,yes,no,7079
32,admin.,married,high.school,no,yes,no,34367
47,technician,married,basic.6y,no,no,no,28020
60,self-employed,married,university.degree,no,no,no,10647
46,technician,married,professional.course,no,yes,no,10471
