contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,id
cellular,nov,mon,230,1,999,1,failure,2491
telephone,mar,tue,110,1,999,0,nonexistent,26566
cellular,aug,wed,15,11,999,0,nonexistent,5834
cellular,jul,tue,65,3,999,0,nonexistent,5814
telephone,may,thu,417,3,999,0,nonexistent,36985
cellular,jul,tue,152,1,999,0,nonexistent,7022
cellular,mar,thu,143,2,999,0,nonexistent,20661
cellular,apr,fri,357,1,999,0,nonexistent,14558
cellular,may,mon,46,2,999,0,nonexistent,7998
cellular,aug,mon,247,1,999,0,nonexistent,10735
cellular,jul,tue,170,1,999,0,nonexistent,38437
telephone,may,tue,593,2,999,0,nonexistent,25527
cellular,jul,wed,131,1,999,0,nonexistent,24836
cellular,jul,tue,56,3,999,0,nonexistent,33819
cellular,apr,mon,369,3,999,0,nonexistent,2903
cellular,may,tue,53,9,999,0,nonexistent,31994
telephone,may,tue,143,8,999,0,nonexistent,23835
cellular,may,mon,259,1,999,0,nonexistent,22460
telephone,may,fri,76,4,999,0,nonexistent,24390
telephone,jun,thu,52,3,999,0,nonexistent,39950
cellular,may,mon,72,2,999,0,nonexistent,1929
cellular,may,thu,201,2,999,1,failure,15569
telephone,may,thu,137,1,999,0,nonexistent,1638
cellular,may,thu,219,2,999,0,nonexistent,30041
cellular,nov,tue,184,1,999,0,nonexistent,28405
telephone,may,mon,120,2,999,0,nonexistent,18943
cellular,jul,thu,225,1,999,0,nonexistent,14062
telephone,may,tue,192,1,999,0,nonexistent,33176
cellular,may,fri,212,2,999,1,failure,24180
cellular,apr,mon,365,1,999,0,nonexistent,38872
cellular,may,thu,211,1,3,4,success,6902
telephone,may,wed,75,6,999,0,nonexistent,22588
cellular,nov,mon,158,1,999,1,failure,17281
cellular,apr,mon,281,2,999,0,nonexistent,18179
cellular,may,fri,326,4,999,0,nonexistent,18235
cellular,jul,wed,104,1,999,0,nonexistent,34153
cellular,nov,mon,200,1,999,1,failure,24186
cellular,aug,mon,431,4,999,0,nonexistent,5996
cellular,aug,tue,80,2,999,0,nonexistent,25180
telephone,may,fri,447,1,999,0,nonexistent,25994
cellular,oct,thu,447,3,999,0,nonexistent,2305
cellular,nov,mon,49,1,999,0,nonexistent,31450
cellular,oct,tue,384,2,999,0,nonexistent,16815
cellular,nov,thu,627,3,999,0,nonexistent,37212
telephone,jun,tue,1045,3,999,0,nonexistent,24631
cellular,may,tue,272,2,999,0,nonexistent,24823
cellular,aug,fri,299,4,999,0,nonexistent,5132
cellular,aug,fri,345,1,999,0,nonexistent,12866
telephone,may,wed,64,1,999,0,nonexistent,23386
cellular,aug,mon,250,1,999,0,nonexistent,27505
telephone,jun,fri,204,2,999,0,nonexistent,10105
cellular,may,tue,335,2,999,0,nonexistent,27407
telephone,may,thu,230,1,999,0,nonexistent,39993
cellular,jul,tue,211,6,999,0,nonexistent,32585
telephone,may,mon,179,1,999,0,nonexistent,32066
cellular,jul,mon,494,4,999,0,nonexistent,20356
cellular,jul,mon,119,3,999,0,nonexistent,17405
cellular,jul,thu,796,2,999,0,nonexistent,12028
cellular,apr,thu,285,1,999,0,nonexistent,1505
telephone,jun,fri,46,10,999,0,nonexistent,24263
cellular,nov,wed,285,2,999,0,nonexistent,21240
telephone,jun,tue,303,1,999,0,nonexistent,5793
telephone,may,wed,100,4,999,0,nonexistent,18949
telephone,may,fri,133,2,999,0,nonexistent,10644
cellular,aug,tue,144,2,999,0,nonexistent,4982
cellular,apr,wed,621,1,999,0,nonexistent,22377
cellular,aug,fri,314,2,999,0,nonexistent,39531
cellular,nov,mon,65,2,999,1,failure,33600
cellular,aug,fri,114,1,999,0,nonexistent,1052
cellular,may,fri,67,4,999,1,failure,9602
cellular,may,thu,267,1,999,1,failure,35150
telephone,may,mon,88,2,999,0,nonexistent,294
cellular,nov,thu,738,2,999,0,nonexistent,37812
cellular,aug,thu,82,1,999,0,nonexistent,21680
cellular,nov,tue,510,1,999,1,failure,21247
cellular,aug,fri,153,1,999,0,nonexistent,34001
cellular,aug,fri,139,1,999,0,nonexistent,9837
cellular,may,wed,196,3,999,1,failure,15439
telephone,may,fri,331,6,999,0,nonexistent,14137
cellular,may,wed,358,2,999,1,failure,15031
cellular,may,fri,324,1,999,1,failure,9329
cellular,apr,mon,232,3,999,1,failure,4104
cellular,aug,fri,97,2,999,0,nonexistent,24674
telephone,nov,mon,81,1,999,0,nonexistent,31571
cellular,jul,tue,290,1,999,0,nonexistent,39785
telephone,may,mon,630,1,999,0,nonexistent,1095
telephone,may,thu,328,4,999,0,nonexistent,38321
cellular,aug,fri,65,1,999,0,nonexistent,5407
telephone,may,tue,116,4,999,0,nonexistent,41036
telephone,may,tue,133,1,999,0,nonexistent,27470
cellular,nov,tue,201,3,999,1,failure,23800
cellular,nov,thu,112,1,999,0,nonexistent,17031
cellular,nov,fri,45,1,999,1,failure,37769
cellular,aug,mon,39,1,999,0,nonexistent,15790
cellular,may,wed,300,1,999,1,failure,7509
telephone,jun,mon,89,1,999,1,failure,18862
telephone,jun,wed,154,4,999,0,nonexistent,17550
telephone,may,thu,87,7,999,0,nonexistent,15797
cellular,may,thu,30,1,999,1,failure,40495
cellular,sep,fri,219,3,6,1,success,11933
cellular,apr,mon,163,1,999,1,failure,17303
cellular,jul,thu,25,1,999,0,nonexistent,25848
cellular,aug,tue,191,5,999,0,nonexistent,24513
telephone,jun,wed,142,2,999,0,nonexistent,12937
cellular,may,wed,136,2,999,0,nonexistent,6798
cellular,aug,wed,50,1,999,0,nonexistent,22103
cellular,may,mon,219,1,999,1,failure,9267
cellular,may,mon,417,2,999,0,nonexistent,27886
cellular,may,fri,43,8,999,1,failure,15291
telephone,jun,tue,42,4,999,0,nonexistent,35823
cellular,jul,thu,5,3,999,0,nonexistent,21652
cellular,jul,mon,126,4,999,0,nonexistent,5399
telephone,may,tue,340,1,999,0,nonexistent,3270
cellular,oct,thu,72,2,999,0,nonexistent,5749
cellular,may,fri,157,3,999,0,nonexistent,31253
cellular,jul,mon,340,1,999,0,nonexistent,35990
cellular,jul,wed,29,2,999,0,nonexistent,32663
telephone,jun,fri,27,4,999,0,nonexistent,2444
cellular,may,wed,335,3,999,0,nonexistent,36291
cellular,may,fri,50,1,999,1,failure,6469
cellular,oct,wed,604,2,999,0,nonexistent,1351
cellular,aug,wed,89,1,999,0,nonexistent,21692
cellular,jul,tue,109,3,999,0,nonexistent,22320
telephone,jul,thu,258,1,999,0,nonexistent,26485
cellular,jul,mon,60,1,999,0,nonexistent,23050
cellular,oct,fri,447,1,8,2,failure,40508
cellular,may,tue,337,1,999,1,failure,5430
cellular,apr,fri,202,2,999,0,nonexistent,5122
cellular,apr,fri,274,1,999,0,nonexistent,36231
telephone,may,mon,18,1,999,0,nonexistent,29845
cellular,mar,fri,81,1,7,4,failure,20666
telephone,may,mon,166,2,999,0,nonexistent,36449
telephone,may,tue,20,4,999,0,nonexistent,865
cellular,jun,thu,169,1,999,0,nonexistent,11796
cellular,jul,thu,151,10,999,0,nonexistent,5344
telephone,jun,thu,992,2,999,0,nonexistent,13007
cellular,nov,tue,118,1,999,0,nonexistent,15438
cellular,may,fri,61,3,999,0,nonexistent,28902
cellular,jul,thu,78,1,999,0,nonexistent,35589
cellular,nov,tue,330,1,999,0,nonexistent,8298
telephone,nov,thu,16,1,999,0,nonexistent,30949
cellular,nov,mon,747,1,999,0,nonexistent,18106
telephone,nov,fri,81,7,999,0,nonexistent,10130
telephone,may,wed,181,1,999,0,nonexistent,19296
cellular,may,thu,226,1,999,1,failure,35448
cellular,sep,wed,140,2,999,0,nonexistent,33659
telephone,may,tue,233,2,999,0,nonexistent,18248
cellular,aug,mon,413,2,999,0,nonexistent,33358
cellular,nov,fri,180,1,999,0,nonexistent,24073
cellular,jul,tue,90,1,999,0,nonexistent,28457
telephone,jun,tue,118,7,999,0,nonexistent,5314
telephone,jun,mon,73,1,999,0,nonexistent,16791
cellular,aug,fri,618,1,999,0,nonexistent,30569
cellular,jul,tue,347,3,999,0,nonexistent,24412
cellular,aug,mon,121,2,999,0,nonexistent,20866
telephone,may,tue,277,4,999,0,nonexistent,4714
cellular,jul,thu,324,1,999,0,nonexistent,30961
cellular,aug,tue,109,4,999,0,nonexistent,11498
telephone,may,mon,669,3,999,0,nonexistent,17793
telephone,may,thu,177,2,999,0,nonexistent,20260
cellular,may,tue,198,1,999,1,failure,34225
telephone,may,tue,224,1,999,0,nonexistent,23106
cellular,may,fri,94,1,999,0,nonexistent,32724
cellular,sep,wed,396,2,6,3,success,25921
telephone,may,fri,157,3,999,0,nonexistent,15025
cellular,jul,tue,175,4,999,0,nonexistent,37987
telephone,jun,wed,597,7,999,0,nonexistent,15410
cellular,jul,tue,282,1,999,0,nonexistent,9591
telephone,may,mon,179,9,999,0,nonexistent,18223
telephone,jun,wed,140,2,999,0,nonexistent,31912
cellular,nov,fri,45,2,999,0,nonexistent,35732
cellular,mar,mon,96,2,999,1,failure,12696
telephone,jun,mon,135,3,999,0,nonexistent,26956
cellular,aug,tue,56,2,999,0,nonexistent,7922
telephone,may,thu,278,1,999,0,nonexistent,15090
cellular,may,fri,243,1,999,0,nonexistent,31219
cellular,aug,mon,408,1,999,0,nonexistent,12054
cellular,may,thu,277,1,999,0,nonexistent,4592
telephone,jun,mon,154,2,999,0,nonexistent,37837
cellular,aug,fri,186,1,999,0,nonexistent,4207
cellular,aug,mon,149,1,999,0,nonexistent,2951
cellular,apr,tue,145,1,999,0,nonexistent,2324
telephone,jun,wed,68,3,999,0,nonexistent,34097
cellular,mar,mon,104,1,6,1,success,40569
cellular,aug,thu,429,1,999,0,nonexistent,26474
telephone,jun,fri,13,10,999,0,nonexistent,543
cellular,nov,thu,227,1,999,0,nonexistent,33712
cellular,jul,fri,128,2,999,0,nonexistent,21320
cellular,nov,thu,219,7,999,1,failure,34816
cellular,jul,thu,147,1,999,0,nonexistent,7912
telephone,may,wed,332,2,999,0,nonexistent,3771
cellular,aug,thu,157,1,999,0,nonexistent,1202
cellular,nov,tue,233,1,999,0,nonexistent,3418
cellular,may,fri,14,3,999,0,nonexistent,13279
cellular,may,tue,323,1,999,0,nonexistent,15667
telephone,may,fri,223,1,999,0,nonexistent,20409
cellular,jul,fri,913,4,999,0,nonexistent,11381
cellular,jul,tue,543,9,999,0,nonexistent,4849
cellular,jun,wed,292,1,999,1,failure,31191
cellular,may,tue,118,1,999,0,nonexistent,36091
telephone,may,thu,468,1,999,0,nonexistent,19255
telephone,may,tue,292,1,999,0,nonexistent,29676
cellular,may,mon,75,1,999,1,failure,23946
telephone,may,wed,394,2,999,0,nonexistent,14596
cellular,nov,mon,84,1,999,0,nonexistent,30966
telephone,jul,mon,342,9,999,0,nonexistent,15929
cellular,aug,tue,178,8,999,0,nonexistent,38412
cellular,may,mon,577,1,999,0,nonexistent,19177
cellular,aug,fri,385,6,999,0,nonexistent,31436
cellular,nov,mon,94,1,999,2,failure,22600
cellular,jul,mon,172,4,999,0,nonexistent,27589
cellular,nov,wed,227,1,999,0,nonexistent,31378
cellular,may,wed,164,3,999,0,nonexistent,34146
cellular,may,thu,691,1,999,0,nonexistent,30276
cellular,jul,mon,326,11,999,0,nonexistent,1747
telephone,may,mon,146,1,999,0,nonexistent,30749
telephone,may,mon,161,3,999,0,nonexistent,5991
cellular,apr,fri,73,2,999,0,nonexistent,36877
telephone,may,fri,126,1,999,0,nonexistent,39883
cellular,aug,wed,38,1,999,0,nonexistent,1893
telephone,may,wed,274,4,999,0,nonexistent,34399
telephone,jun,thu,80,2,999,0,nonexistent,40220
telephone,may,tue,267,1,999,0,nonexistent,16054
cellular,aug,wed,338,1,999,0,nonexistent,4488
cellular,jul,wed,318,1,999,0,nonexistent,34599
cellular,apr,mon,121,2,999,0,nonexistent,35895
cellular,aug,fri,148,5,999,0,nonexistent,9996
telephone,jun,mon,108,4,999,0,nonexistent,25912
telephone,may,mon,468,1,999,0,nonexistent,26685
cellular,apr,wed,250,1,999,0,nonexistent,5701
cellular,jul,fri,258,1,999,0,nonexistent,17206
cellular,aug,thu,158,8,999,0,nonexistent,10474
cellular,aug,thu,206,1,999,0,nonexistent,17122
telephone,nov,mon,1239,1,999,0,nonexistent,10070
cellular,jul,wed,578,1,999,0,nonexistent,32236
telephone,may,mon,164,2,999,0,nonexistent,16834
cellular,may,tue,918,1,999,0,nonexistent,7051
cellular,nov,mon,66,3,999,0,nonexistent,7134
telephone,jun,wed,146,3,999,0,nonexistent,17243
telephone,may,fri,613,2,999,0,nonexistent,36111
telephone,may,tue,395,2,999,0,nonexistent,18460
telephone,may,mon,741,6,999,0,nonexistent,24888
cellular,may,mon,321,2,999,0,nonexistent,31501
telephone,may,fri,134,2,999,0,nonexistent,35705
telephone,jun,fri,17,21,999,0,nonexistent,4198
cellular,may,fri,211,1,999,1,failure,13206
cellular,jul,tue,76,1,999,0,nonexistent,5495
cellular,nov,thu,171,1,999,1,failure,2847
cellular,aug,fri,209,1,999,0,nonexistent,40097
cellular,jul,fri,138,3,999,0,nonexistent,22522
cellular,aug,tue,264,12,999,0,nonexistent,38245
cellular,jul,thu,208,1,999,0,nonexistent,31760
cellular,may,wed,410,1,999,0,nonexistent,14881
cellular,jul,thu,262,1,999,0,nonexistent,9187
cellular,nov,mon,176,1,999,1,failure,15432
telephone,may,tue,766,1,999,0,nonexistent,38264
cellular,jul,thu,32,20,999,0,nonexistent,35789
cellular,may,tue,79,1,999,0,nonexistent,5459
cellular,aug,wed,295,1,999,0,nonexistent,27097
telephone,may,tue,83,1,999,0,nonexistent,31508
cellular,nov,mon,259,1,999,0,nonexistent,25053
telephone,aug,tue,6,1,999,0,nonexistent,34191
telephone,may,wed,125,2,999,0,nonexistent,32227
cellular,nov,thu,69,3,999,0,nonexistent,39645
telephone,may,wed,393,1,999,0,nonexistent,35122
cellular,jul,thu,194,5,999,0,nonexistent,23632
cellular,jul,wed,1084,4,999,0,nonexistent,6525
telephone,may,wed,198,2,999,0,nonexistent,23331
telephone,may,thu,250,1,999,0,nonexistent,31488
cellular,aug,tue,445,3,999,0,nonexistent,25469
telephone,jun,tue,215,3,999,0,nonexistent,14962
cellular,apr,fri,150,2,999,1,failure,34212
cellular,jul,tue,138,4,999,0,nonexistent,40161
cellular,nov,mon,984,1,999,0,nonexistent,10488
telephone,jun,tue,81,2,999,0,nonexistent,29340
telephone,may,tue,274,1,999,0,nonexistent,7435
telephone,may,tue,474,1,999,0,nonexistent,32656
cellular,may,fri,158,2,999,1,failure,21076
telephone,may,mon,161,3,999,0,nonexistent,5810
cellular,jul,thu,148,1,999,0,nonexistent,5180
telephone,jun,thu,820,1,999,0,nonexistent,12005
cellular,nov,fri,31,2,999,0,nonexistent,39437
cellular,jun,tue,111,1,999,0,nonexistent,30480
cellular,jul,tue,71,1,999,0,nonexistent,15791
cellular,aug,wed,62,1,999,0,nonexistent,1950
cellular,may,fri,608,2,999,0,nonexistent,11820
cellular,nov,mon,134,1,999,0,nonexistent,24350
cellular,jul,thu,52,6,999,0,nonexistent,8443
telephone,may,thu,302,2,999,0,nonexistent,40281
cellular,apr,mon,240,1,999,1,failure,21597
cellular,may,tue,95,4,999,1,failure,20424
telephone,jun,wed,98,1,999,0,nonexistent,2699
cellular,apr,mon,92,3,999,1,failure,35056
cellular,jul,tue,1237,7,999,0,nonexistent,21264
cellular,aug,thu,72,1,999,0,nonexistent,33293
cellular,apr,mon,218,1,999,0,nonexistent,19840
telephone,may,wed,1118,2,999,0,nonexistent,12016
telephone,jun,mon,156,5,999,0,nonexistent,17781
cellular,oct,wed,1118,1,999,0,nonexistent,28431
cellular,apr,thu,640,2,999,0,nonexistent,38029
telephone,may,fri,83,4,999,0,nonexistent,12204
cellular,jul,tue,176,1,999,0,nonexistent,5265
telephone,may,tue,272,2,999,0,nonexistent,7975
cellular,may,fri,144,2,999,1,failure,24640
cellular,jul,wed,411,2,999,0,nonexistent,34241
cellular,may,thu,141,8,999,0,nonexistent,28789
cellular,jul,mon,194,3,999,0,nonexistent,2481
telephone,apr,fri,541,1,999,0,nonexistent,15719
cellular,nov,mon,295,1,7,2,success,27617
cellular,aug,fri,183,1,999,0,nonexistent,33936
telephone,jun,wed,952,3,999,0,nonexistent,9882
cellular,aug,fri,994,1,999,0,nonexistent,32482
cellular,may,wed,253,2,999,0,nonexistent,16547
cellular,may,fri,150,3,999,0,nonexistent,10128
cellular,may,fri,58,3,999,0,nonexistent,4299
cellular,aug,wed,114,6,999,0,nonexistent,6835
telephone,jul,thu,83,1,999,0,nonexistent,17395
cellular,may,mon,466,1,999,0,nonexistent,12359
cellular,apr,wed,381,2,999,0,nonexistent,11086
telephone,may,fri,59,5,999,0,nonexistent,19092
telephone,may,tue,24,1,999,0,nonexistent,3320
cellular,jul,wed,698,2,999,0,nonexistent,20208
telephone,may,wed,234,2,999,0,nonexistent,3240
cellular,jul,mon,36,2,999,0,nonexistent,18334
telephone,may,mon,440,1,999,0,nonexistent,29437
telephone,aug,fri,43,1,999,0,nonexistent,998
telephone,jun,wed,567,1,999,0,nonexistent,33726
telephone,jun,thu,49,2,999,0,nonexistent,7898
cellular,nov,mon,62,1,999,0,nonexistent,38984
telephone,jun,thu,108,4,999,0,nonexistent,18035
telephone,jul,thu,180,5,999,0,nonexistent,22448
cellular,jul,fri,316,1,999,0,nonexistent,29024
cellular,apr,thu,85,1,999,0,nonexistent,18570
telephone,may,wed,91,1,999,0,nonexistent,7778
cellular,jul,mon,225,2,999,0,nonexistent,5820
telephone,may,fri,897,1,999,0,nonexistent,20501
telephone,may,wed,732,2,999,0,nonexistent,36098
telephone,may,tue,365,4,999,0,nonexistent,34275
cellular,sep,wed,211,1,999,1,failure,35837
cellular,apr,thu,344,1,999,0,nonexistent,8905
cellular,may,tue,228,1,999,0,nonexistent,19209
cellular,apr,fri,125,4,999,0,nonexistent,23000
cellular,jul,fri,112,2,999,0,nonexistent,16625
cellular,jul,tue,67,5,999,1,failure,9971
cellular,jul,fri,106,2,999,0,nonexistent,24362
telephone,may,wed,83,1,999,0,nonexistent,9350
telephone,jun,mon,124,3,999,0,nonexistent,17571
cellular,aug,fri,49,1,999,0,nonexistent,35195
cellular,jul,tue,77,2,999,0,nonexistent,5554
cellular,aug,mon,131,2,999,0,nonexistent,12702
telephone,jun,mon,100,1,999,0,nonexistent,26443
telephone,jun,mon,26,1,999,0,nonexistent,27472
cellular,nov,tue,348,1,999,0,nonexistent,34914
cellular,jun,thu,1094,1,999,0,nonexistent,36979
cellular,aug,mon,170,3,999,0,nonexistent,26282
telephone,jun,wed,283,1,999,0,nonexistent,21496
cellular,nov,mon,375,1,999,0,nonexistent,29426
telephone,nov,tue,2,1,999,0,nonexistent,22756
cellular,aug,fri,133,1,999,0,nonexistent,34468
cellular,apr,thu,739,2,999,0,nonexistent,12562
cellular,aug,tue,76,2,999,0,nonexistent,8094
cellular,aug,thu,180,6,999,0,nonexistent,26754
cellular,aug,fri,268,1,999,0,nonexistent,28863
cellular,may,tue,309,1,10,1,success,5872
cellular,jul,wed,181,1,999,0,nonexistent,41128
telephone,jun,tue,50,2,999,0,nonexistent,27523
cellular,aug,thu,1111,3,999,0,nonexistent,41115
cellular,jul,wed,215,3,999,0,nonexistent,17953
cellular,jul,wed,245,1,999,0,nonexistent,10346
cellular,oct,mon,120,1,999,0,nonexistent,9086
telephone,dec,tue,207,4,999,0,nonexistent,8510
cellular,jul,fri,16,2,999,0,nonexistent,5259
cellular,jul,fri,42,2,999,0,nonexistent,23576
cellular,may,wed,323,2,999,0,nonexistent,37172
cellular,jul,tue,92,2,999,0,nonexistent,14994
cellular,aug,wed,150,1,3,2,success,20354
cellular,may,mon,236,2,999,0,nonexistent,10354
cellular,apr,thu,369,1,999,0,nonexistent,8521
telephone,may,tue,42,3,999,0,nonexistent,25468
telephone,may,tue,438,2,999,0,nonexistent,17764
cellular,jul,thu,43,8,999,0,nonexistent,9667
telephone,jun,wed,153,1,999,0,nonexistent,26104
cellular,aug,tue,221,8,999,0,nonexistent,11048
telephone,may,thu,911,2,999,0,nonexistent,8932
cellular,jul,wed,159,6,999,0,nonexistent,14298
telephone,may,mon,178,1,999,0,nonexistent,25330
cellular,jul,thu,91,5,999,0,nonexistent,9382
cellular,may,fri,114,2,999,0,nonexistent,26831
cellular,jul,mon,212,1,13,2,success,8553
telephone,jul,mon,722,3,999,0,nonexistent,28820
cellular,jun,mon,327,1,999,0,nonexistent,21594
telephone,jun,tue,1162,2,999,0,nonexistent,29768
cellular,aug,tue,119,1,999,0,nonexistent,24500
cellular,aug,wed,83,3,999,0,nonexistent,36399
cellular,may,wed,51,4,999,0,nonexistent,37905
telephone,jun,tue,263,1,999,0,nonexistent,41141
cellular,may,fri,322,1,999,0,nonexistent,41121
telephone,may,fri,178,2,999,0,nonexistent,32376
cellular,apr,fri,230,1,999,0,nonexistent,39456
cellular,may,mon,903,4,999,0,nonexistent,29204
telephone,jun,mon,160,2,999,0,nonexistent,31990
telephone,may,thu,283,1,999,0,nonexistent,17772
cellular,aug,tue,172,3,999,0,nonexistent,16626
telephone,jun,tue,179,1,999,0,nonexistent,24207
cellular,aug,tue,459,2,999,0,nonexistent,27428
cellular,nov,fri,8,3,999,0,nonexistent,8684
telephone,jun,fri,30,4,999,0,nonexistent,5599
cellular,nov,fri,66,2,999,0,nonexistent,37092
cellular,nov,fri,233,1,999,0,nonexistent,6348
cellular,oct,fri,234,1,3,1,success,22711
cellular,may,fri,265,7,999,0,nonexistent,24575
telephone,jun,wed,339,1,999,0,nonexistent,8722
telephone,may,wed,149,2,999,0,nonexistent,10653
telephone,may,thu,276,4,999,0,nonexistent,21262
cellular,jul,tue,140,1,999,0,nonexistent,41022
cellular,mar,tue,116,2,999,0,nonexistent,4458
cellular,jul,thu,478,2,999,0,nonexistent,12380
cellular,jul,fri,642,1,999,0,nonexistent,9464
telephone,jun,wed,92,2,999,0,nonexistent,14807
telephone,jul,thu,58,3,999,0,nonexistent,12667
cellular,apr,fri,238,1,999,1,failure,24610
cellular,jul,fri,483,3,999,0,nonexistent,25445
cellular,may,fri,45,1,999,0,nonexistent,32063
cellular,aug,wed,104,5,999,0,nonexistent,15338
telephone,may,wed,565,2,999,0,nonexistent,29862
cellular,oct,wed,166,2,999,0,nonexistent,9612
cellular,apr,thu,309,1,999,0,nonexistent,33910
telephone,may,tue,446,1,999,0,nonexistent,14481
cellular,nov,fri,51,2,999,1,failure,34411
cellular,may,wed,226,4,999,1,failure,14542
cellular,jul,thu,202,1,999,0,nonexistent,30936
cellular,jul,thu,262,3,999,0,nonexistent,12977
telephone,jun,thu,69,1,999,0,nonexistent,31604
telephone,nov,wed,117,1,999,0,nonexistent,17590
cellular,may,thu,313,1,999,2,failure,21447
cellular,nov,fri,110,2,999,1,failure,2395
cellular,aug,thu,74,4,999,0,nonexistent,29229
cellular,may,fri,169,1,999,1,failure,11674
cellular,aug,thu,89,1,999,0,nonexistent,24177
cellular,may,mon,953,3,999,0,nonexistent,31943
cellular,may,tue,56,1,999,0,nonexistent,6160
telephone,jun,tue,92,1,999,0,nonexistent,2659
cellular,may,wed,151,1,999,0,nonexistent,32051
telephone,may,mon,117,2,999,0,nonexistent,31455
cellular,apr,fri,612,1,999,1,failure,12035
telephone,jun,thu,138,3,999,0,nonexistent,34114
cellular,nov,wed,138,1,999,1,failure,4245
cellular,apr,tue,172,2,999,1,failure,28296
cellular,nov,tue,125,1,999,0,nonexistent,33006
telephone,may,tue,1721,2,999,0,nonexistent,8544
cellular,mar,mon,83,4,999,0,nonexistent,9238
cellular,apr,thu,249,1,999,0,nonexistent,22319
cellular,mar,fri,212,1,999,0,nonexistent,18837
cellular,may,tue,173,1,999,0,nonexistent,36857
cellular,jul,tue,161,1,999,0,nonexistent,16178
telephone,jun,wed,66,1,999,0,nonexistent,9391
cellular,nov,tue,232,1,999,1,failure,40996
telephone,jul,tue,122,1,999,0,nonexistent,29033
cellular,nov,mon,112,5,999,0,nonexistent,18649
telephone,jun,tue,110,2,999,0,nonexistent,36505
telephone,jun,fri,42,7,999,0,nonexistent,23171
cellular,aug,thu,106,2,999,0,nonexistent,13534
telephone,apr,thu,136,2,999,0,nonexistent,31747
cellular,aug,wed,227,1,999,0,nonexistent,25787
telephone,may,fri,412,1,999,0,nonexistent,29913
cellular,aug,wed,740,4,999,0,nonexistent,20876
cellular,jun,wed,78,2,999,1,failure,17225
cellular,jul,tue,360,1,11,2,success,9511
cellular,jun,mon,339,1,999,0,nonexistent,19463
cellular,jun,wed,181,2,999,0,nonexistent,16959
cellular,may,tue,1710,2,999,0,nonexistent,16596
cellular,nov,wed,217,1,999,0,nonexistent,37107
telephone,may,wed,392,1,999,0,nonexistent,12958
telephone,may,fri,86,1,999,0,nonexistent,17275
telephone,jun,fri,447,2,999,0,nonexistent,9129
telephone,may,fri,389,2,999,0,nonexistent,22937
cellular,nov,fri,143,3,999,0,nonexistent,19122
cellular,may,thu,222,1,999,0,nonexistent,2151
cellular,may,wed,661,3,999,0,nonexistent,29137
telephone,may,tue,347,1,999,0,nonexistent,15319
cellular,jul,tue,317,1,999,0,nonexistent,10862
cellular,aug,thu,116,1,999,0,nonexistent,13694
cellular,nov,wed,347,1,999,0,nonexistent,3040
cellular,may,thu,338,3,999,0,nonexistent,382
cellular,jul,mon,100,2,999,0,nonexistent,23673
cellular,apr,thu,76,1,999,0,nonexistent,30925
telephone,aug,wed,554,5,999,0,nonexistent,38710
cellular,mar,tue,106,1,999,0,nonexistent,2502
cellular,sep,wed,475,5,999,0,nonexistent,34659
cellular,jul,wed,153,1,999,0,nonexistent,1617
telephone,jun,fri,97,1,999,0,nonexistent,34691
telephone,may,wed,681,3,999,0,nonexistent,27752
telephone,jul,mon,137,1,999,0,nonexistent,19806
cellular,jul,thu,504,2,999,0,nonexistent,4373
telephone,may,fri,96,8,999,0,nonexistent,13867
telephone,may,fri,417,6,999,0,nonexistent,11766
cellular,jul,mon,452,4,999,0,nonexistent,11935
cellular,may,mon,182,5,999,0,nonexistent,9756
cellular,aug,thu,117,1,999,0,nonexistent,30444
cellular,oct,thu,1707,2,999,0,nonexistent,26301
telephone,may,mon,629,2,999,0,nonexistent,36370
cellular,aug,tue,105,2,999,0,nonexistent,36984
telephone,may,wed,267,2,3,3,success,115
cellular,aug,mon,209,1,999,2,failure,23870
cellular,aug,thu,74,4,999,0,nonexistent,38533
telephone,may,tue,72,4,999,0,nonexistent,20675
telephone,may,thu,52,5,999,0,nonexistent,12156
cellular,sep,wed,638,1,14,1,success,6201
cellular,aug,tue,188,1,999,0,nonexistent,40990
cellular,apr,fri,273,2,999,1,failure,2983
telephone,may,fri,1144,3,999,0,nonexistent,15914
cellular,aug,tue,460,2,999,0,nonexistent,28052
telephone,may,fri,145,2,999,0,nonexistent,11236
cellular,apr,thu,574,1,999,0,nonexistent,29491
telephone,jun,mon,130,2,999,0,nonexistent,13898
cellular,may,mon,131,2,999,4,failure,3430
cellular,apr,tue,208,1,999,1,failure,13814
cellular,nov,wed,392,3,999,0,nonexistent,18469
cellular,apr,mon,54,1,999,1,failure,38459
telephone,jun,fri,44,2,999,0,nonexistent,12129
telephone,jun,mon,98,4,999,0,nonexistent,18751
cellular,jul,thu,136,2,999,0,nonexistent,17597
cellular,aug,tue,76,1,999,0,nonexistent,6010
cellular,apr,wed,67,1,999,0,nonexistent,19219
cellular,jul,thu,196,2,999,0,nonexistent,8293
telephone,jun,fri,49,5,999,0,nonexistent,12441
cellular,nov,wed,1120,2,999,0,nonexistent,10685
cellular,jul,tue,178,3,999,0,nonexistent,20300
cellular,jul,fri,383,1,999,0,nonexistent,31968
telephone,may,fri,385,1,999,0,nonexistent,21045
telephone,may,fri,847,1,999,0,nonexistent,3392
