contact,month,day_of_week,campaign,pdays,previous,id
cellular,apr,mon,1,999,0,3567
cellular,jul,mon,12,999,0,1757
cellular,jul,tue,2,999,0,1282
telephone,may,fri,1,999,0,26436
telephone,aug,fri,1,999,0,5653
telephone,may,mon,2,999,0,29694
cellular,aug,thu,1,999,0,40227
cellular,nov,fri,2,999,0,17428
telephone,jun,fri,2,999,0,18453
telephone,may,fri,2,999,0,1006
cellular,may,wed,5,999,0,24902
cellular,may,thu,1,999,0,8188
cellular,jul,mon,2,999,0,36777
telephone,may,fri,2,999,0,1608
cellular,jul,wed,2,999,0,4757
telephone,may,fri,1,999,0,10404
cellular,may,tue,2,999,1,9259
cellular,jul,fri,4,999,0,21972
cellular,aug,tue,3,999,0,123
cellular,sep,wed,1,999,0,922
cellular,aug,wed,5,999,1,24208
cellular,may,wed,2,999,0,25351
cellular,may,fri,2,999,1,2898
telephone,aug,fri,1,999,0,34196
telephone,may,wed,3,999,0,19311
telephone,may,tue,1,999,0,26862
telephone,jun,fri,1,999,0,11466
telephone,may,fri,3,999,0,26684
cellular,jun,thu,1,999,0,26383
telephone,may,mon,2,999,0,27540
cellular,jul,tue,7,999,0,8666
telephone,jul,tue,3,999,0,39997
telephone,may,wed,2,999,0,16358
telephone,may,fri,1,999,0,11217
cellular,may,mon,4,999,0,12989
cellular,apr,wed,2,6,4,29188
telephone,may,mon,1,999,0,22781
telephone,jul,thu,4,999,0,39364
cellular,aug,mon,1,999,0,33776
cellular,jul,mon,1,999,0,38130
telephone,may,wed,1,999,0,7158
telephone,jun,thu,1,999,0,39626
telephone,may,wed,2,999,0,9199
cellular,jul,mon,3,999,0,27858
cellular,may,fri,1,999,0,10612
cellular,may,mon,3,999,1,26011
cellular,jul,tue,5,999,0,4602
telephone,may,tue,1,999,0,40698
cellular,jul,mon,3,999,0,12872
cellular,aug,fri,3,999,0,33618
cellular,aug,thu,2,999,0,9699
telephone,may,tue,4,999,0,8397
cellular,apr,fri,2,999,0,24462
cellular,nov,thu,2,999,1,16400
cellular,aug,tue,2,999,0,35324
cellular,jun,tue,1,999,1,23452
cellular,aug,thu,2,999,0,13178
telephone,jun,wed,1,999,0,20548
cellular,may,mon,2,999,1,3438
telephone,may,tue,1,999,0,14664
cellular,jul,thu,1,999,0,30594
cellular,nov,wed,3,999,0,748
cellular,may,thu,2,999,0,36359
telephone,may,mon,3,999,0,77
cellular,may,tue,1,999,0,24522
telephone,jul,fri,1,999,0,27672
telephone,may,wed,1,999,0,32512
cellular,nov,thu,1,999,0,4249
cellular,nov,fri,1,999,0,15212
cellular,may,fri,6,999,0,7615
cellular,may,wed,1,999,0,1396
telephone,may,tue,15,999,0,3631
cellular,jul,mon,3,999,0,31214
telephone,apr,thu,4,999,0,36832
telephone,may,fri,5,999,0,29444
cellular,jul,tue,1,999,0,4440
cellular,jun,thu,1,999,0,21159
cellular,nov,thu,1,999,0,40838
cellular,may,fri,1,999,0,10092
cellular,apr,thu,1,999,1,16315
telephone,jun,tue,5,999,0,34219
telephone,jun,mon,1,999,0,25105
cellular,jul,tue,3,999,0,16493
cellular,jul,fri,1,999,0,27280
cellular,may,tue,1,999,0,20836
cellular,nov,tue,1,999,0,32789
cellular,dec,thu,3,999,0,26742
telephone,may,tue,2,999,0,37273
cellular,may,tue,1,999,0,23888
telephone,jun,thu,1,999,0,4472
cellular,jul,thu,5,999,0,32526
cellular,apr,mon,6,999,0,2746
cellular,aug,wed,1,999,0,13841
telephone,may,mon,4,999,0,17022
cellular,may,wed,2,999,0,13954
cellular,jun,tue,1,999,1,38486
cellular,aug,fri,2,999,0,11571
cellular,nov,mon,1,999,1,405
cellular,apr,mon,3,999,0,2674
cellular,nov,wed,1,999,0,33436
cellular,jul,fri,1,999,0,3503
cellular,jul,tue,3,999,0,30981
cellular,nov,thu,1,999,0,36810
telephone,may,thu,5,999,0,2366
cellular,jun,tue,4,999,1,30962
telephone,may,mon,2,999,0,41140
telephone,may,wed,1,999,0,13302
cellular,aug,tue,2,999,0,33338
cellular,nov,tue,1,999,0,28706
cellular,aug,thu,17,999,0,19816
telephone,may,fri,1,999,0,31924
cellular,may,fri,3,999,0,29060
cellular,apr,fri,2,999,0,17809
telephone,may,mon,6,999,0,2952
telephone,jul,tue,1,999,0,21662
telephone,jun,thu,3,999,0,26917
telephone,may,tue,5,999,0,36752
cellular,nov,mon,1,999,0,36671
cellular,jul,tue,3,999,0,10045
cellular,jul,tue,2,999,0,28243
cellular,may,wed,3,999,0,31946
telephone,aug,wed,5,999,0,22718
telephone,may,fri,3,999,0,28976
telephone,may,fri,1,999,0,32029
cellular,jul,fri,2,999,0,15193
cellular,jul,tue,1,999,0,40904
telephone,may,tue,2,999,0,29963
cellular,may,fri,3,999,0,14767
cellular,jul,mon,1,999,0,32706
cellular,apr,thu,2,999,1,32255
cellular,may,thu,8,999,1,4511
cellular,aug,mon,1,999,0,14511
cellular,aug,thu,4,999,0,1348
cellular,mar,fri,2,999,0,10937
cellular,jul,tue,1,999,0,32885
telephone,jun,fri,1,999,0,38282
telephone,jul,wed,1,999,0,34315
cellular,jul,thu,4,999,0,35459
cellular,aug,fri,7,999,0,744
cellular,aug,mon,16,999,1,29668
cellular,may,fri,3,999,0,1489
telephone,may,fri,1,999,0,30197
cellular,aug,mon,2,999,0,31931
telephone,jun,wed,1,999,0,2757
cellular,jul,wed,11,999,0,4329
telephone,nov,tue,1,999,0,30608
telephone,may,tue,1,999,0,10776
telephone,jul,thu,2,999,0,17542
cellular,may,thu,2,999,0,7455
telephone,jun,fri,3,999,0,34935
telephone,jun,mon,2,999,0,7642
telephone,may,wed,2,999,0,27656
cellular,may,thu,6,999,0,23415
cellular,aug,wed,1,999,0,28544
telephone,may,wed,17,999,0,1515
telephone,jun,tue,7,999,0,1455
cellular,nov,tue,1,3,2,8316
telephone,may,tue,3,999,0,36176
telephone,apr,wed,3,999,0,36426
telephone,may,mon,2,999,0,31127
cellular,jul,wed,1,999,0,40824
cellular,nov,wed,1,999,0,2378
telephone,may,tue,1,999,0,27435
telephone,jun,mon,2,999,0,20981
cellular,aug,thu,1,999,0,24464
cellular,apr,fri,2,999,0,37868
cellular,nov,wed,1,999,0,10122
cellular,jul,mon,4,999,0,28847
cellular,aug,fri,1,6,1,40325
telephone,may,fri,5,999,0,29109
cellular,jun,tue,2,999,2,23252
cellular,may,mon,7,999,0,2723
telephone,jun,fri,1,999,0,3769
telephone,may,wed,11,999,0,28737
telephone,jun,thu,3,999,0,7413
cellular,jul,fri,10,999,0,22956
cellular,apr,fri,1,999,0,9287
telephone,jun,wed,9,999,0,19938
telephone,may,wed,2,999,0,19249
cellular,may,tue,2,999,0,32445
telephone,may,tue,3,999,0,5878
cellular,aug,mon,4,999,0,535
telephone,jun,fri,2,999,0,1216
telephone,may,fri,3,999,0,24200
cellular,nov,mon,2,999,0,27834
cellular,nov,wed,2,999,0,39328
cellular,may,mon,2,999,0,8045
cellular,nov,fri,2,999,0,39105
telephone,may,fri,3,999,0,20710
cellular,jul,thu,10,999,0,7470
telephone,may,mon,4,999,0,33548
cellular,oct,mon,1,999,1,18355
cellular,jul,thu,6,999,0,28161
cellular,jun,fri,3,999,0,33
telephone,jun,tue,3,999,0,14796
telephone,apr,wed,2,999,0,11455
cellular,dec,thu,4,999,1,10227
cellular,apr,thu,1,999,0,3850
telephone,may,fri,2,999,0,14957
telephone,may,fri,1,999,0,28923
cellular,aug,mon,2,999,0,26946
cellular,nov,wed,3,999,0,10964
telephone,jul,mon,7,999,0,8682
cellular,jun,fri,6,999,0,33070
cellular,jun,tue,1,999,0,14848
cellular,aug,fri,1,999,0,4558
telephone,may,wed,3,999,0,29371
cellular,may,wed,2,999,0,20910
telephone,may,mon,1,999,0,32787
cellular,jul,tue,8,999,0,37984
cellular,aug,thu,3,999,0,17298
telephone,may,thu,4,999,0,21284
telephone,may,mon,3,999,0,4487
cellular,may,fri,5,999,1,15378
cellular,jul,fri,3,999,0,32221
telephone,jun,tue,3,999,0,12303
cellular,jul,tue,5,999,0,34595
cellular,may,mon,3,12,2,22224
cellular,jun,mon,2,999,0,37729
cellular,jul,thu,6,999,0,8159
cellular,jul,thu,5,999,0,6723
telephone,jul,wed,8,999,0,11172
telephone,may,wed,3,999,0,33181
telephone,jun,tue,1,999,0,5974
cellular,aug,mon,2,999,0,39646
telephone,jun,mon,1,999,0,10016
cellular,may,tue,1,999,0,8452
cellular,jul,thu,2,999,0,27592
telephone,jul,mon,6,999,0,31320
cellular,apr,tue,1,999,0,19164
cellular,may,tue,1,999,0,40505
cellular,may,thu,4,999,0,21438
cellular,jul,fri,2,999,0,8435
telephone,may,wed,1,999,0,17607
telephone,jun,thu,1,999,0,30596
cellular,jul,mon,7,999,0,22101
cellular,apr,fri,3,999,0,29881
cellular,jun,fri,2,999,0,3216
cellular,jul,wed,1,999,0,6087
cellular,may,thu,1,999,0,23883
cellular,jul,tue,5,999,0,16086
telephone,may,fri,1,999,0,36667
cellular,apr,thu,1,999,0,13993
telephone,jun,tue,1,999,0,40622
cellular,jun,tue,3,999,1,26141
cellular,jul,mon,1,999,0,24501
telephone,may,mon,6,999,0,1014
telephone,may,mon,1,999,0,30498
telephone,may,tue,1,999,0,22540
cellular,jul,thu,1,999,0,35345
cellular,dec,mon,5,999,0,12632
cellular,jul,wed,1,999,0,33037
telephone,jun,thu,1,999,0,5950
cellular,may,fri,2,999,0,20998
telephone,may,fri,1,999,0,24146
cellular,jul,mon,20,999,0,25639
telephone,may,mon,1,999,0,14163
cellular,may,mon,5,999,0,13166
cellular,aug,fri,5,999,0,22700
telephone,may,thu,1,999,0,29309
telephone,jun,thu,1,999,0,10646
cellular,jul,tue,4,999,0,20819
cellular,jun,wed,2,3,4,38596
telephone,may,thu,6,999,0,32114
telephone,may,mon,3,999,0,28491
cellular,jul,thu,6,999,0,20242
telephone,may,tue,2,999,0,1309
cellular,may,wed,3,3,1,34946
telephone,may,fri,1,999,0,25936
cellular,apr,mon,2,999,0,28389
cellular,aug,wed,2,999,0,18231
cellular,may,wed,2,999,1,36264
telephone,may,tue,1,999,0,18311
cellular,may,thu,4,999,1,40480
cellular,nov,wed,1,999,0,17992
cellular,dec,thu,2,999,0,24189
cellular,jul,thu,1,999,0,31884
telephone,may,wed,1,999,0,10007
cellular,aug,tue,1,999,0,35991
telephone,may,tue,1,999,0,40709
telephone,may,mon,2,999,0,14824
cellular,nov,thu,2,999,0,23792
cellular,aug,thu,1,999,0,34842
cellular,nov,tue,1,999,0,17178
cellular,jul,wed,1,999,0,33258
telephone,jun,mon,1,999,0,6195
cellular,may,fri,5,999,0,24614
cellular,apr,tue,1,999,0,9891
cellular,apr,wed,2,10,1,33062
cellular,jul,thu,1,999,0,8254
cellular,apr,thu,2,999,0,20038
telephone,nov,fri,4,999,0,1739
cellular,nov,thu,1,999,0,2958
cellular,nov,thu,1,999,1,3294
cellular,aug,mon,4,999,0,1567
cellular,jul,mon,3,999,0,3330
cellular,oct,thu,1,3,1,21553
telephone,nov,fri,1,999,0,25273
cellular,nov,thu,1,999,0,36382
cellular,may,tue,5,999,0,23350
cellular,jul,thu,5,999,0,38793
cellular,may,wed,1,999,0,22581
cellular,jul,wed,4,999,2,17907
cellular,aug,tue,8,999,0,32487
cellular,jul,thu,3,999,0,25540
telephone,may,tue,3,999,0,25503
cellular,nov,thu,1,999,0,1692
cellular,mar,mon,3,999,0,14525
cellular,aug,thu,3,999,0,6534
cellular,aug,mon,2,999,0,41165
telephone,nov,fri,1,999,0,13656
telephone,may,tue,10,999,0,30860
cellular,may,thu,2,999,0,33892
cellular,may,fri,6,999,0,8366
cellular,apr,thu,1,9,1,27358
telephone,may,wed,1,999,0,277
telephone,jun,wed,11,999,0,23922
telephone,jun,fri,1,999,0,12438
cellular,jul,tue,5,999,0,39825
telephone,may,fri,1,999,0,30605
cellular,jul,fri,2,999,0,38902
cellular,may,mon,8,999,1,38417
cellular,apr,fri,2,999,1,2261
cellular,aug,wed,1,999,0,24648
cellular,jul,mon,4,999,0,25230
cellular,apr,fri,2,999,0,29463
cellular,oct,fri,1,6,1,32851
cellular,jul,tue,2,999,0,5330
telephone,may,thu,1,999,0,3600
telephone,jun,wed,2,999,0,31685
telephone,jun,wed,2,999,0,2229
cellular,may,wed,1,999,0,17972
telephone,jul,thu,1,999,0,20031
telephone,apr,thu,1,999,0,22478
telephone,jun,mon,2,999,0,15963
cellular,may,thu,2,999,1,22217
cellular,jul,mon,1,999,0,3611
cellular,aug,fri,3,999,0,6443
cellular,nov,wed,1,9,1,18652
telephone,may,fri,2,999,0,10865
cellular,aug,thu,1,999,0,11246
cellular,sep,wed,1,999,1,18976
telephone,jun,mon,5,999,0,34560
telephone,jun,thu,1,999,0,941
telephone,may,wed,6,999,0,13006
cellular,mar,tue,2,6,1,38123
telephone,aug,tue,1,999,0,33914
cellular,nov,wed,3,999,0,38146
telephone,apr,wed,1,999,0,36282
cellular,may,mon,1,999,0,41112
cellular,may,mon,2,999,0,30496
cellular,sep,fri,2,999,1,26464
telephone,may,thu,1,999,0,27569
cellular,aug,fri,2,999,0,15968
telephone,jul,mon,4,999,0,25260
telephone,may,fri,6,999,0,18572
telephone,jun,mon,2,999,0,30265
cellular,aug,mon,3,999,0,35750
cellular,jun,fri,1,999,0,6651
telephone,may,tue,1,999,0,1945
cellular,nov,mon,1,7,1,30016
cellular,jun,mon,1,999,0,35254
cellular,may,thu,1,999,0,13494
cellular,oct,thu,1,999,1,17132
cellular,jul,mon,3,999,0,34044
cellular,nov,thu,4,999,0,16841
telephone,jul,thu,1,999,0,12041
cellular,aug,fri,4,999,0,36887
cellular,nov,wed,2,999,0,6456
cellular,jul,wed,2,999,0,2818
telephone,may,mon,3,999,0,35196
cellular,aug,fri,1,999,0,39144
telephone,may,fri,10,999,2,8176
telephone,jun,thu,3,999,0,33507
cellular,jul,thu,1,999,0,2839
cellular,nov,tue,2,999,0,9828
telephone,may,fri,2,999,0,14300
telephone,may,wed,2,999,0,21852
cellular,jun,wed,2,999,0,37317
telephone,jul,thu,1,999,0,4214
cellular,nov,tue,3,999,0,6362
cellular,jul,fri,1,999,0,4098
telephone,may,mon,1,999,0,38660
cellular,jul,wed,2,999,0,36662
telephone,may,wed,1,999,0,14787
telephone,aug,fri,1,999,0,21731
cellular,jul,wed,1,999,0,21996
telephone,jun,thu,1,999,0,11198
cellular,nov,fri,1,999,1,19281
cellular,jul,wed,1,999,0,26315
cellular,nov,mon,1,999,1,17336
cellular,nov,tue,1,999,0,35194
telephone,jun,wed,1,999,0,16828
cellular,nov,tue,1,999,0,20394
cellular,apr,mon,2,999,0,10565
telephone,may,fri,4,999,0,23450
telephone,jun,wed,1,999,0,10200
telephone,jun,mon,1,999,0,20262
cellular,may,tue,3,999,1,6463
cellular,jul,fri,2,999,0,18132
telephone,oct,mon,1,999,0,22341
telephone,apr,mon,12,999,0,4180
cellular,jul,fri,3,999,0,2369
telephone,jun,mon,1,999,0,31670
cellular,jun,thu,1,999,0,11130
cellular,jul,thu,2,999,0,36252
cellular,nov,wed,3,999,1,23356
cellular,may,mon,2,999,0,36409
cellular,aug,thu,3,15,3,11949
telephone,jun,fri,3,999,0,12146
telephone,may,thu,1,999,0,15351
telephone,may,fri,3,999,0,21177
cellular,aug,thu,5,999,0,16274
telephone,may,fri,3,999,0,25374
telephone,may,mon,3,999,0,4466
telephone,may,thu,1,999,0,30918
telephone,oct,tue,1,999,0,40484
telephone,jun,fri,2,999,0,15384
cellular,nov,thu,2,999,0,22145
telephone,jun,wed,1,999,0,39664
telephone,may,fri,2,999,0,29678
telephone,jul,wed,1,999,0,6843
telephone,may,thu,3,999,0,40699
cellular,may,thu,2,999,0,34743
cellular,nov,thu,2,999,0,12841
telephone,may,mon,2,999,0,9642
cellular,aug,tue,1,999,0,9087
telephone,may,tue,2,999,0,11022
cellular,may,mon,3,999,1,10513
cellular,aug,wed,1,999,0,10279
cellular,jun,tue,1,3,1,12017
telephone,may,fri,18,999,0,20469
cellular,aug,mon,1,999,1,20148
cellular,jun,mon,2,999,1,26688
telephone,may,mon,2,999,0,28422
cellular,sep,mon,2,999,0,21114
cellular,nov,mon,1,999,0,19386
cellular,aug,tue,2,999,1,26029
cellular,nov,tue,1,999,0,14295
telephone,nov,mon,8,3,1,32867
telephone,aug,fri,1,999,0,22723
telephone,jun,thu,2,999,0,11482
cellular,jul,wed,22,999,0,11189
telephone,may,tue,1,999,0,40617
telephone,nov,mon,2,999,0,10479
cellular,may,thu,3,999,1,19310
telephone,jun,tue,10,999,0,15852
cellular,jul,thu,31,999,0,21395
cellular,jul,fri,2,999,0,6453
telephone,jun,fri,4,999,0,21849
cellular,apr,thu,2,999,1,37734
cellular,jul,mon,1,6,3,22183
telephone,may,mon,2,999,0,13001
cellular,jul,tue,3,999,0,14811
cellular,may,wed,2,999,1,4908
telephone,aug,thu,18,999,0,75
cellular,may,wed,2,999,1,4152
cellular,jul,thu,1,999,0,19014
cellular,may,wed,2,999,0,11001
cellular,mar,mon,4,999,1,14727
cellular,may,fri,1,999,1,3087
telephone,jun,fri,2,999,0,4202
cellular,aug,wed,2,999,0,4076
cellular,aug,wed,3,999,0,17528
cellular,aug,tue,3,999,0,28279
cellular,nov,tue,2,999,0,18628
cellular,jul,fri,2,999,0,1109
cellular,jul,wed,2,999,0,31927
cellular,nov,mon,1,6,3,25489
cellular,aug,thu,1,999,0,4556
cellular,jul,fri,6,999,0,29802
cellular,aug,thu,8,999,0,28448
cellular,apr,fri,4,999,0,36737
cellular,nov,mon,2,999,0,12088
cellular,mar,tue,1,21,2,11855
cellular,aug,fri,3,999,0,9683
cellular,may,tue,7,999,0,8742
cellular,oct,mon,1,6,1,33184
cellular,may,mon,4,999,0,24658
cellular,nov,thu,3,999,0,11100
cellular,may,thu,1,12,2,3145
cellular,jul,thu,1,999,0,6473
cellular,jul,thu,10,999,0,21078
cellular,aug,mon,2,999,0,4475
cellular,may,fri,1,999,1,30818
cellular,mar,fri,1,999,1,36482
telephone,may,thu,1,999,0,37744
cellular,nov,thu,2,999,0,13955
cellular,may,wed,1,999,0,34290
cellular,aug,mon,1,999,0,10742
cellular,aug,mon,2,999,0,3290
cellular,jul,mon,1,999,0,14472
cellular,jul,mon,3,999,0,16749
cellular,jul,fri,1,999,0,33810
telephone,aug,tue,1,999,0,2488
cellular,aug,mon,2,999,0,20329
cellular,aug,mon,7,999,0,23306
cellular,jul,wed,1,999,0,27950
cellular,jul,fri,1,999,0,6923
cellular,may,fri,2,999,0,22416
telephone,jun,tue,1,999,0,41054
telephone,may,fri,1,999,0,5535
cellular,aug,thu,1,999,0,38518
cellular,aug,wed,1,999,0,15815
telephone,jul,tue,7,999,0,3068
cellular,oct,tue,2,6,1,30527
telephone,may,wed,2,999,0,11836
cellular,nov,fri,2,999,0,20618
telephone,nov,fri,2,999,1,14552
cellular,apr,mon,1,999,0,36057
telephone,jun,mon,3,999,0,3450
telephone,jun,mon,1,999,0,15368
telephone,may,tue,5,999,0,25118
cellular,jul,wed,1,999,0,29904
telephone,may,tue,1,999,0,34502
cellular,nov,fri,2,999,0,16468
telephone,jun,wed,13,999,0,7010
cellular,jun,tue,1,999,0,31629
cellular,may,wed,3,999,0,38919
cellular,aug,tue,10,999,0,6178
cellular,jul,tue,4,999,0,21044
cellular,dec,mon,1,999,1,3733
telephone,may,mon,4,999,0,15219
cellular,jul,thu,1,999,0,38945
telephone,may,thu,1,999,0,5507
cellular,nov,thu,1,999,1,23319
cellular,aug,wed,6,999,0,31377
telephone,nov,thu,4,999,0,33394
cellular,aug,wed,2,999,0,41101
cellular,nov,wed,6,999,0,36734
cellular,may,tue,1,999,1,40591
cellular,jul,wed,4,999,0,32438
cellular,nov,tue,2,999,0,18886
cellular,sep,thu,2,999,0,15960
telephone,jun,fri,1,999,0,13924
cellular,jul,tue,4,999,0,30717
telephone,jun,fri,4,999,0,35391
cellular,may,wed,2,999,1,27704
telephone,may,tue,3,999,0,29318
telephone,may,tue,1,999,0,1260
telephone,may,mon,3,999,0,32549
cellular,jul,thu,1,999,0,12024
telephone,may,mon,1,999,0,11016
cellular,nov,fri,3,999,0,34724
cellular,aug,fri,1,999,1,20969
telephone,may,thu,3,999,0,5464
cellular,aug,thu,4,999,0,18698
cellular,may,thu,1,999,0,15030
cellular,aug,mon,2,999,0,26573
cellular,aug,fri,3,999,0,37634
telephone,may,fri,2,999,0,18582
cellular,aug,thu,3,999,0,22761
cellular,aug,mon,6,999,0,25625
telephone,jun,fri,3,999,0,25004
cellular,jul,mon,1,999,0,29214
cellular,nov,wed,1,999,0,24402
cellular,oct,wed,1,999,0,21226
cellular,aug,thu,3,999,0,28636
cellular,may,thu,3,999,0,469
cellular,aug,thu,1,999,0,2042
cellular,nov,tue,1,999,1,31643
telephone,jun,mon,3,999,0,2991
cellular,aug,mon,2,999,0,4878
telephone,may,fri,2,999,0,27902
telephone,jun,thu,2,999,0,95
cellular,mar,wed,1,999,0,7026
telephone,may,thu,5,999,0,27053
cellular,apr,thu,1,999,0,1388
telephone,may,fri,2,999,0,18828
cellular,jul,wed,1,999,0,23770
cellular,apr,mon,2,999,0,13589
telephone,jul,tue,1,999,1,5083
cellular,apr,thu,2,999,0,38820
telephone,may,tue,2,999,1,1149
cellular,nov,tue,1,999,0,9848
telephone,may,wed,5,999,0,98
telephone,may,thu,1,999,0,9813
cellular,sep,thu,3,999,0,5211
telephone,jul,thu,5,999,0,17251
cellular,may,tue,3,999,0,32791
cellular,apr,thu,2,2,2,37552
cellular,aug,wed,1,999,0,12425
telephone,jun,mon,4,999,0,20912
telephone,may,thu,1,999,0,8429
telephone,jun,fri,2,999,0,35362
cellular,aug,wed,1,999,0,22827
cellular,jun,tue,3,999,1,3042
telephone,may,tue,1,999,0,38638
telephone,jun,fri,5,999,0,7497
cellular,may,mon,1,999,0,7328
cellular,may,tue,2,999,0,40438
telephone,jul,thu,18,999,0,268
cellular,nov,tue,2,999,0,6842
cellular,aug,tue,2,999,0,26849
cellular,nov,mon,2,999,0,8378
cellular,may,wed,5,999,1,20540
telephone,jul,fri,2,999,0,37425
cellular,apr,mon,1,999,0,26162
cellular,aug,wed,1,999,0,5771
telephone,jun,fri,2,999,0,35240
cellular,aug,wed,2,999,0,1943
cellular,may,fri,3,999,0,9772
cellular,aug,wed,1,999,0,9861
telephone,may,thu,1,999,0,39102
telephone,may,fri,2,999,0,36168
cellular,nov,wed,1,999,0,32425
cellular,jun,wed,2,3,1,20016
cellular,aug,tue,6,999,0,7343
cellular,aug,mon,3,999,0,20972
telephone,may,wed,2,999,0,20192
telephone,jun,mon,1,999,0,39737
cellular,oct,fri,1,999,0,22293
cellular,aug,fri,1,999,0,26844
cellular,nov,fri,1,999,1,332
cellular,nov,fri,2,999,0,9614
cellular,nov,fri,2,999,0,28478
cellular,nov,tue,1,999,0,25420
telephone,may,tue,5,999,0,20096
telephone,jun,mon,3,999,0,28943
cellular,may,thu,1,999,0,10236
telephone,jun,mon,2,999,0,11160
cellular,may,tue,6,999,1,24897
cellular,may,wed,1,999,0,18788
telephone,jun,wed,1,999,0,23341
cellular,apr,fri,2,999,1,15911
telephone,jun,wed,3,999,0,5429
telephone,may,tue,1,999,0,20966
telephone,may,mon,1,999,0,30382
cellular,jul,tue,2,999,0,27114
telephone,jun,mon,1,999,0,7876
cellular,jul,wed,1,999,0,37929
cellular,aug,mon,3,999,0,575
telephone,aug,tue,4,999,0,24947
cellular,apr,fri,4,999,0,29364
cellular,jul,thu,1,999,0,32874
cellular,jul,tue,2,999,0,36182
cellular,jul,tue,1,999,0,33535
cellular,apr,tue,2,999,0,16119
cellular,may,tue,1,999,1,17286
cellular,aug,tue,1,999,0,8124
cellular,aug,fri,1,999,0,426
cellular,sep,tue,1,3,1,16814
cellular,aug,tue,2,999,0,27223
telephone,jun,thu,2,999,0,29203
cellular,mar,mon,2,999,0,21643
cellular,nov,fri,1,999,0,11256
cellular,jun,mon,1,3,1,25889
cellular,may,wed,1,999,0,16933
telephone,jun,fri,3,999,0,26345
cellular,jul,fri,1,999,0,25424
cellular,nov,wed,2,999,0,4708
telephone,jun,thu,1,999,0,38955
cellular,apr,fri,1,999,0,6620
telephone,may,fri,4,999,0,5999
cellular,aug,thu,3,999,0,2463
telephone,may,mon,4,999,0,40113
telephone,may,fri,7,999,0,34716
cellular,aug,thu,1,999,0,24409
telephone,may,wed,2,999,0,5048
telephone,may,tue,2,999,0,40562
cellular,jul,mon,1,999,0,14839
cellular,aug,wed,1,999,0,28959
cellular,jun,tue,1,999,1,34730
cellular,may,fri,1,999,0,6146
cellular,dec,mon,3,999,0,34883
telephone,may,thu,1,999,0,16832
telephone,may,thu,2,999,1,6619
cellular,jun,fri,2,999,0,12219
cellular,oct,fri,1,999,0,22262
cellular,jul,wed,1,999,0,5987
cellular,aug,fri,2,999,0,2548
telephone,jun,fri,17,999,0,33175
cellular,nov,mon,3,6,3,6593
telephone,nov,tue,1,999,1,17906
telephone,may,mon,1,999,0,2459
cellular,jul,wed,2,999,0,22519
telephone,jun,thu,1,999,0,4795
telephone,may,fri,2,999,0,3589
telephone,jun,wed,2,999,0,23575
telephone,jun,tue,3,999,0,19077
cellular,jul,fri,3,999,0,17743
telephone,may,tue,3,999,0,10411
cellular,may,thu,7,999,0,15831
telephone,may,mon,4,999,0,18851
cellular,nov,fri,3,999,0,19721
cellular,nov,fri,5,999,0,33024
telephone,jun,tue,5,999,0,36792
telephone,may,mon,2,999,0,29367
cellular,jul,wed,2,999,0,22552
cellular,may,mon,2,999,0,16427
cellular,may,thu,5,999,0,9104
cellular,aug,mon,3,999,0,38791
cellular,aug,fri,1,999,0,21940
cellular,oct,thu,1,3,3,37765
cellular,nov,fri,5,999,0,32529
telephone,may,mon,32,999,0,29186
telephone,may,mon,1,999,0,39029
cellular,aug,thu,2,999,0,11963
cellular,apr,thu,1,999,0,2545
telephone,may,fri,2,999,0,4716
cellular,aug,fri,1,999,0,35691
cellular,apr,thu,1,999,0,18216
cellular,apr,mon,3,999,2,19794
cellular,jul,tue,2,999,0,40011
cellular,jul,fri,1,999,0,936
cellular,jul,wed,1,999,0,39735
telephone,may,mon,1,999,0,25210
cellular,may,thu,1,999,1,7210
telephone,may,wed,1,999,0,28936
telephone,may,mon,2,999,0,34796
telephone,jun,mon,3,999,0,656
cellular,may,wed,4,999,0,15476
cellular,jul,fri,8,999,0,6648
cellular,may,wed,1,999,1,38190
cellular,jul,thu,1,999,0,23506
telephone,jun,wed,1,999,0,38910
cellular,jul,tue,1,999,0,6133
telephone,jun,fri,1,999,0,4762
telephone,may,tue,1,999,0,17499
cellular,nov,mon,1,999,1,8978
cellular,jun,tue,1,3,1,19445
telephone,may,fri,1,999,0,28655
cellular,aug,wed,1,999,0,8146
telephone,aug,tue,1,999,0,8044
cellular,jul,thu,1,999,0,12668
cellular,jun,wed,1,999,0,15478
cellular,aug,tue,3,999,0,34793
cellular,nov,wed,3,999,0,34107
cellular,jul,wed,1,999,0,15818
telephone,jul,mon,1,999,0,30079
telephone,may,mon,1,999,0,38522
cellular,may,mon,2,999,0,39394
cellular,nov,thu,6,999,0,24122
cellular,aug,tue,7,999,0,26475
cellular,may,mon,1,999,1,23258
cellular,sep,wed,1,18,2,3504
telephone,jun,mon,1,999,0,10400
cellular,oct,thu,1,3,1,8840
telephone,jul,thu,9,999,0,25648
cellular,aug,tue,1,999,0,5615
telephone,jun,mon,2,999,0,6069
telephone,jun,thu,1,999,0,21825
cellular,jul,thu,1,999,0,6012
telephone,may,wed,3,999,0,34798
cellular,nov,wed,3,999,0,7052
telephone,may,tue,2,999,0,38565
cellular,apr,fri,1,999,0,18561
cellular,may,fri,3,999,0,9165
telephone,may,wed,1,999,0,31013
